PORT_ID,SEQ,TITLE,CONTENT
002830,2250,Intro - CRU,Mountains waterfalls and lakes are all part of Hellesylt&#8217;s vocabulary of sights. This old Viking port is at the head of the Sunnylvsfjord which is a 25 kilometre squiggle of water.<br /><br />&#8226; Journey through the dewy mountain valley to Horindalsvannet Europe&#8217;s deepest lake. Its showpiece is a glacial stream-turned-waterfall which plunges hundreds of feet into the watery depths.<br />&#8226; Don your raincoat and get a close-up look at 2 of Norway&#8217;s most beautiful waterfalls. Seven Sisters and Bridal Veil both cascade down the weather-beaten cliffs and the spooky mist that comes off them is definitely worth capturing on camera.<br />&#8226; Drive from Geiranger Village and through the Flydal valley stopping at the cliff tops to soak up the views of the Geirangerfjord below. It&#8217;s the most beautiful of all the Norwegian fjords and it&#8217;s framed by soaring rugged peaks.<br /><br />Just so you know... unless youre joining an organised tour you wont be permitted to leave the ship in Hellesylt.
002824,90,Location name,Helsinki
002824,2250,Intro - CRU,Cruise into one of the world&#8217;s most beautiful harbours right into the heart of one of Europe&#8217;s most exciting cities. With more shops sights bars and restaurants than you can shake a stick at this chic metropolis will linger in the mind long after you&#8217;ve set sail for your next adventure.<br /><br />&#8226; Make a beeline for the historical centre and prepare to be wowed. It&#8217;s an architectural feast with treasures like Senate Square the City Hall the Presidential Palace and the Opera House all jostling for your attention - and your camera lens.<br />&#8226; When you&#8217;ve had your fill of sights take a wander through Gardenia Helsinki&#8217;s lush tropical gardens.<br />&#8226; Don&#8217;t forget the Ateneum the National Gallery of Finland home to Finnish and European art from the 1700s right through to the 1960s.
002836,90,Location name,Vigo
002836,2250,Intro - CRU,Vigo is the largest busiest city in Spain&#8217;s Galicia region. More than half of the world&#8217;s mussels are harvested in the area so sitting down to a steaming bowl at the harbour-front is a must. Elsewhere there&#8217;s a hilly old town to explore as well as the iconic Museum of Modern Art. <br /><br />&#8226; Take a trip to Santiago de Compostela one of Christendoms most important shrines. Inside the vast Gothic cathedral lies the body of St James.<br />&#8226; In Vigo stand in the shadow of the mighty Castro Castle then gaze up at the gilded sculpture of Sireno half man half sea creature.<br />&#8226; Don&#8217;t leave without trying the famous freshly-caught seafood.
002884,90,Location name,Calvi
002884,2250,Intro - CRU,There&#8217;s no better way to arrive in Calvi than by cruise ship. As you pull into the iconic harbour you&#8217;ll be greeted by its towering citadel. Beneath the soaring peaks of the Monte Cinto this 15th-century outpost keeps watch over the whole town. Look beyond it and you&#8217;ll discover a stylish holiday playground that&#8217;s a magnet for the yacht-owning super-rich. Cue designer boutiques trendy seafood restaurants and a four-mile stretch of glistening white sand.<br /><br />&#8226; Calvi&#8217;s citadel is just as impressive on the inside as it is on the outside. Step through its walls to discover narrow cobbled passages 13th-century houses and the famous Saint Jean-Baptiste Cathedral.<br />&#8226; Nose around the former home of Calvi&#8217;s number one celebrity Christopher Columbus. The building was almost completely destroyed by Nelson&#8217;s troops back in 1794 but the ruins are well worth checking out. Among them you&#8217;ll find a statue of the great explorer.<br />&#8226; Make the tough climb &#8211; or take the easy option and drive &#8211; to the hilltop Notre Dame de la Serra. Then sit back and relax in the chapel while you listen to the violinist and admire the views.
003087,90,Location name,St Rapha&#235;l
003087,2250,Intro - CRU,St Raphael is the girl next door of southern France. Compared to its flashy cousins down the coast it&#8217;s more of a shy and retiring kind of place. The town sits on the edge of 36 kilometres of unspoilt coastline and it&#8217;s overlooked by acres of natural forest and the terracotta-coloured peaks of the Esterel Mountain range.<br /><br />&#8226; If you&#8217;re looking for a bargain St Raphael is filled with farmers&#8217; markets. Rummage the stalls for fresh flowers punnets of berries and homemade cheeses.<br />&#8226; Dramont beach is a real favourite with families &#8211; head here with the little ones to build a sandcastle.<br />&#8226; St Raphael gives you easy access to A-list favourite St Tropez. This upmarket slice of the French Riviera is a hotspot for the world&#8217;s elite and it&#8217;s packed with expensive boutiques smart restaurants and luxury yachts.
002825,90,Location name,Tallinn
002825,2250,Intro - CRU,Across the water from Finland lies this captivating World Heritage Site the capital city of Estonia. Without doubt Tallinn is one of Europe&#8217;s most remarkable architectural havens. The old town is a magnificent jumble of Medieval walls and turrets spires and winding cobbled hills. Don&#8217;t forget your cameras for this one.<br /><br />&#8226; Start off with a trip to Toompea. Here you&#8217;ll find the beautiful Alexander Nevsky Russian Orthodox Cathedral and Toompea Castle where Estonia&#8217;s parliament sits.<br />&#8226; Follow the twisting cobbled streets that open out on to Town Hall Square whose pi&#232;ce de r&#233;sistance is Europe&#8217;s oldest surviving Gothic town hall. Look out for the building&#8217;s 16th-century weathervane. It depicts Old Thomas the Medieval warrior and guardian of the city.<br />&#8226; When you&#8217;re ready for a rest pull up a chair in one of the city&#8217;s open-air caf&#233;s and taste Saku the local beer.
003798,90,Location name,Roses
003798,2250,Intro - CRU,The Greeks first set up a colony in Roses in 776 BC no doubt tempted by the area&#8217;s lagoon-like waters. Nowadays Roses is still drawing attention for its shimmering shoreline. It sits on a huge bay which stretches all the way from Roses in the north to L&#8217;Escala in the south &#8211; making a tiny indent on Spain&#8217;s northwest corner. It&#8217;s home to a collection of Blue Flag beaches and secluded coves. In fact it&#8217;s even been endorsed by UNESCO-backed organisation The Most Beautiful Bays in the World Club.<br /><br />&#8226; Spot cuckoos nightingales and herons at Aiguamolls nature reserve. It&#8217;s Catalonia&#8217;s second-biggest wetlands and a birdwatchers&#8217; paradise. From the park&#8217;s tower you can enjoy sweeping views of the lagoons marshes and meadows.<br />&#8226; Spend a day in nearby Figueres &#8211; the birthplace of Salvador Dali. There&#8217;s a museum dedicated to the surrealist painter. Before you step inside take some time to marvel at the bread-decorated exteriors and the giant ceramic eggs on the roof.<br />&#8226; The town&#8217;s 16th-century Citadel watches over the bay. Here you can learn about Roses&#8217; first-ever settlers. The fort houses the remains of the ancient Greek town of Rhode as well as Roman ruins.
CMS017,90,Location name,Akureyri
CMS017,2250,Intro - CRU,Set on the shores of one of Iceland&#8217;s finest fjords this city certainly isn&#8217;t short of natural beauty. In fact the frosted scenery alone should be enough to win you over. But throw in beautiful churches a thriving arts scene and a great coffeehouse culture and we&#8217;re certain this snow-dusted gem will positively melt you.<br /><br />&#8226; You&#8217;ll hear the thundering rush of water and feel the mist drench your clothes long before you arrive at the magnificent Godafoss Waterfall. This is a natural masterpiece not to be missed.<br />&#8226; Bypass the beauty parlour and visit the natural spa near Lake Myvatn. You&#8217;ll be able to stew in a series of geothermal pools and moisturize your skin with volcanic mud.<br />&#8226; It may only be 60 miles from the Arctic Circle but Akureyri has some of the best weather in Iceland. To get an idea of how warm it is you only have to wander through the Botanical Gardens where more than 2000 plant species flourish.
CMS018,90,Location name,Ashdod (for Jerusalem &amp; Bethlehem)
CMS018,2250,Intro - CRU,Holy sights come thick and fast in these parts. From Ashdod visit the awe-inspiring cities of Jerusalem and Bethlehem and see some of the worlds most impressive shrines and monuments.<br /><br />&#8226; Step into a bible scene in the Garden of Gethsemane. This is the place where Judas betrayed Jesus after the last supper.<br />&#8226; Stand in the shadow of the Wailing Wall. It&#8217;s the holiest site in the Jewish religion and thousands of people make pilgrimages here every year.<br />&#8226; You don&#8217;t need a lilo to float in the Dead Sea. It&#8217;s more than eight times saltier than other oceans which makes it easier to bob about in.
CMS022,90,Location name,Koper
CMS022,2250,Intro - CRU,Set along a wide horseshoe-shaped bay Kopers a Medieval town where old and new go hand-in-hand. Lose yourself in the maze of streets passing historical sights and browsing chic shops along the way.<br /><br />&#8226; Head for old Koper. Carved in limestone its a striking white vision of beautiful architecture and elegant squares.<br />&#8226; Be inspired by nature with a trip to the Postojna Caves.<br />&#8226; Pay a visit to the picturesque town of Piran or &#8216;little Italy&#8217; as it&#8217;s also known. This place has held tight to its medieval roots - cue winding lanes sleepy squares and pretty churches.<br />&#8226; Make your way to the capital Ljubljana and take a look at the National Museum of Slovenia. It&#8217;s home to a collection of ancient Palaeolithic artefacts as well as the only Egyptian mummy in the country.
003683,90,Location name,Cagliari
003683,2250,Intro - CRU,Sardinia&#8217;s capital has managed to strike just the right balance between old and new. On the one hand the city is dotted with history &#8211; the Phoenicians Carthaginians and Romans all left their mark on this place. On the other it&#8217;s got its fair share of boutiques and gourmet restaurants where you can do as the locals do and spend no less than a couple of hours at lunch.<br /><br />&#8226; Climb up the winding streets to explore the pretty old quarter. This area is dominated by the Pisan fortifications of the Castello and the nooks and crannies here are full of antique shops art galleries and museums like the National Museum of Archaeology. <br />&#8226; Be whisked back in time at the ancient town of Nora one of Sardinia&#8217;s oldest settlements. While you&#8217;re here you can wander around a Carthaginian warehouse Roman baths and an old church where Sardinia&#8217;s patron saint was martyred.<br />&#8226; Get your history fix at Barumini the most important archaeological area in Sardinia. This UNESCO World Heritage Site is home to the ruins of Bronze Age dwellings and places of worship. But the highlight here is an ancient castle known as a Nuraghe which dates back to the 15th century BC.
003907,90,Location name,Roseau
003907,2250,Intro - CRU,Known as the island of waterfalls Dominica is as green as it is unspoilt. Fairly off the tourist trail this exotic isle is a paradise for nature lovers. In fact it&#8217;s one of the Caribbean hotspots for rainforest trekking. And of course it&#8217;s got some superb beaches. Not the snow-white variety you&#8217;d expect but dramatic volcanic sweeps and secluded coves hidden by greenery. Have your camera at the ready&#8230;<br /><br />&#8226; Make your way through the rainforest of canopied ferns and soaring trees in Canefield and you&#8217;ll arrive at the Emerald Pool. A sparkling grotto at the foot of a 12-metre waterfall it&#8217;s the perfect place for a cooling dip.<br />&#8226; Don&#8217;t miss the chance to river tube down Dominica&#8217;s biggest river River Layou. You&#8217;ll climb into what looks like a giant rubber ring before battling currents rocks and rapids as you head downstream. It&#8217;s great fun and gives you fantastic close-up views of the island&#8217;s jungle-like scenery.<br />&#8226; Trek through the Mome Trois Piton rainforest. It&#8217;s crammed with exotic plants and flowers as well as 172 different species of bird. If you&#8217;re really lucky you&#8217;ll catch a glimpse of the endangered parrots that call this place home.<br />&#8226; Make a beeline for the famous Trafalgar Falls &#8211; they crash down a 220-foot rock face into a shimmering pool.
003990,90,Location name,Manama
003990,2250,Intro - CRU,Manama perches on the tip of the island of Bahrain just off the coast of Saudi Arabia. It&#8217;s an important business hub where steel and glass skyscrapers dominate the city skyline. There&#8217;s plenty in the way of culture too. In the Adliya district pop-up galleries and art-house cinemas are on almost every corner.<br /><br />&#8226; One of Manama&#8217;s most iconic buildings is the Grand Mosque. It&#8217;s absolutely huge and features what&#8217;s thought to be the world&#8217;s largest fibreglass dome roof. Step inside to see the intricate chandeliers that hang from the ceilings.<br />&#8226; Boat trips shuttle guests out to the nearby Aldar Islands where you can watch dolphins go fishing and pearl collecting or just relax on a sandy beach.<br />&#8226; Get a feel for Bahrain at the National Museum. Behind its white cube-shaped exterior it houses a well-organised collection of cultural items art and wildlife.
003989,90,Location name,Salalah
003989,2250,Intro - CRU,Splashed with colour this sub-tropical city is best known for its coconut-dusted sands aromatic souk markets and papaya plantations. Tucked away in the south of Oman Salalah&#8217;s fringed by sculpted mountain peaks on one side and the sun-warmed Indian Ocean on the other. Plus it gets the tail-end of the Indian monsoon which means the scenery&#8217;s anything but Arabic. Think bright-green hillsides water-filled wadis and cascading waterfalls. In the city itself you can expect a fragrant jumble of souks where tables groan under the weight of gold frankincense and myrrh.<ul><li>Don&#8217;t miss a trip to Mughsail. Nestled on a spectacular bay west of the city it&#8217;s famous for its pristine sands and giant blowholes which send jets of water 20 metres into the air at high tide.</li><li>Rub shoulders with locals at Al Husn Souq. The unmistakable scent of frankincense wafts over this shopper&#8217;s paradise which has popped up right next to the sultan&#8217;s palace.</li><li>Peer into the city&#8217;s past at the Museum of the Frankincense Land. You can find out about the area&#8217;s most famous export at the museum as well as exploring the nearby archaeological site.</li></ul>
CMS095,90,Location name,Livorno
CMS095,2250,Intro - CRU,Get ready to be impressed &#8211; this is your gateway to the dazzling riches of Florence and Pisa.<br /><br />&#8226; A living monument to the Renaissance Florence might be famous for its art galleries but the entire city is like one gigantic piece of artwork. Beautiful buildings picturesque piazzas and stunning sculptures are everywhere you look. Marvel at Michelangelo&#8217;s David in the Accademia. Clap eyes on Botticelli&#8217;s Birth of Venus in the Uffizi Gallery. Then head for the Ponte Vecchio bridge to browse the glittering jewellery shops that find a home here.<br />&#8226; Pisa&#8217;s another Tuscan treasure. Make a beeline for the Campo dei Miracoli an exquisite square which harbours the city&#8217;s cathedral and of course the famous Leaning Tower. Quite how it manages to stay standing will baffle you for days afterwards. If you fancy a spot of shopping head for the Borgo Stretto. It&#8217;s a paradise for jewellery leather clothes homeware and pottery.<br />&#8226; Explore the scenic Tuscan countryside passing Medieval hill towns that look as if they&#8217;ve been caught in a time warp. It&#8217;s the perfect place to enjoy a little wine tasting in the sun.<br />&#8226; Take a trip to the villa of composer Giacomo Puccini set on the banks of picture-postcard Lake Massaciuccoli<br />&#8226; Cruise along the royal canals of Livorno. Have your cameras ready as you sail through colourful New Venice a labyrinth of canals waterways and bridges.
001439,90,Location name,Bergen
001439,2250,Intro - CRU,Bergen is famous for being the birthplace of the great Norwegian composer Edvard Grieg. With its brightly-coloured houses and maze-like cobbled streets one thing&#8217;s for sure this city was made for strolling.<br /><br />&#8226; Don&#8217;t miss one of Bergen&#8217;s main attractions Troldhaugen Grieg&#8217;s home. Beautifully set on Lake Nordaas the Swiss-style house was built back in 1885. Every summer from then until his death in 1907 Edvard Grieg lived and worked here. As well as the house itself you can visit the Edvard Grieg Museum. There&#8217;s even a concert hall where you can listen to some of his finest work.<br />&#8226; Take a walk down to the old harbour where you&#8217;ll find the famous Bryggen quayside bordered by impressive merchant houses. Take your pick from the waterfront caf&#233;s and tuck into a tasty fish lunch.<br />&#8226; Scale the heights of Mount Floyen to see the city from a different perspective. The higher you get the more jaw-dropping the views so banish all thoughts of vertigo and reach the top.
002625,90,Location name,Cadiz (for Seville)
002625,2250,Intro - CRU,From its impressive harbour to its streets packed with Moorish relics Cadiz is a great introduction to Spain. One minute you can be admiring medieval walls the next browsing the racks of designer boutiques. It&#8217;s one of those cities where a new surprise awaits at every turn.<br /><br />&#8226; Take a look at Cathedral de Cadiz a take-your-breath-away creation by architect Vicente Acero. Head inside and you&#8217;ll see its interior is dominated by a beautiful apse.<br />&#8226; Don&#8217;t miss a chance to visit Seville. Famed for its flamboyant flamenco and fiestas this fragrant orange tree-lined city has a real zest for life. Admire the famous Gothic cathedral where Christopher Columbus&#8217; tomb lies. Tour the ornate Arabic Alcazar. Then grab a siesta in Parque de Maria Luisa tasting tapas along the way.<br />&#8226; Take a trip to Jerez the capital of sherry production and home to the &#8216;cartujano&#8217; horses.
002828,90,Location name,Gothenburg
002828,2250,Intro - CRU,With a hip caf&#233; and bar culture Gothenburg lives up to its nickname &#8216;Little London&#8217;. But that&#8217;s where the similarities end. All canals grand buildings and wide boulevards it gives Stockholm a run for its money in the Swedish beauty stakes. The port city&#8217;s population only tops half a million so it&#8217;s retained its relaxed small-town feel. And it manages to strike the perfect balance of restaurants shops museums and parks.<br /><br />&#8226; The best way to explore the city is on water. Paddle past sights like the ship-like opera house on a guided kayaking tour or hop on a Paddan sightseeing boat.<br />&#8226; Head to the Konstmuseet art gallery and feast your eyes on masterpieces by the likes of Rembrandt Rubens and Van Gogh.<br />&#8226; Take a peek inside the Feskek&#246;rka or &#8216;Fish Church&#8217;. This eye-popping indoor fish market looks just like a Gothic church hence the name.
000591,90,Location name,Oslo
000591,2250,Intro - CRU,Oslo &#8211; Norway&#8217;s capital where mesmerising natural beauty meets modern architecture and engineering. You&#8217;ll find a unique landscape of lakes forests and pretty peninsula islands standing shoulder to shoulder with cutting-edge design and a thriving arts and cultural scene. Throw in a passion for great food and hip evening hangouts and you&#8217;ve got a truly unique city.<br /><br />&#8226; If you&#8217;re into modern art Astrup Fearnley Museet should be pretty high on your list of must-visit galleries. The collection focuses primarily on the young American art scene but you&#8217;ll also find work of local up-and-comers and international innovators. <br />&#8226; Swap the capital&#8217;s modern metropolis for Oslomarka&#8217;s lakes woodland and edge-of-the-world views. A single-zone ticket and a 30-minute metro ride is all it takes to sample a completely different side to Oslo.<br />&#8226; Oslo is bit of a foodie&#8217;s paradise. If you get the chance make an effort to sample at least one of the city&#8217;s more experimental dishes. Don&#8217;t be surprised to find game like ox and reindeer and the freshest seasonal ingredients such as berries and wild mushrooms on the menu.
002833,90,Location name,Tromso
002833,2250,Intro - CRU,The biggest city above the Arctic Circle Tromsos been the starting point for countless polar expeditions. Norwegians call it the Paris of the North and one things for sure - its a city to fall in love with.<br /><br />&#8226; Dont miss the iceberg-shaped Arctic Cathedral which glistens in the haunting glow of the ever-present Midnight Sun<br />&#8226; Call in at Tromso Museum home to the worlds largest exhibition on the traditional Sami culture as well as some great examples of religious art.<br />&#8226; Fancy a meal 1300 feet about sea level? Then take the cable car to Mount Storsteinen and drink in sensational panoramic views while you tuck into a tasty meal.<br />&#8226; Meeting the S&#248;rensen family is no easy feat. Mum Tore dad Tove and their three children live at the Wilderness Centre on Whale Island along with 300 huskies. The family race the fluffy dogs all around Greenland and they&#8217;ve got books full of stories to tell.
002697,90,Location name,Villefranche
002697,2250,Intro - CRU,Think of the French Riviera and what springs to mind? Expensive yachts? Wide palm-fringed boulevards? Glittering turquoise seas? Experience the glamour and glitz of France&#8217;s most famous stretch of coast.<br /><br />&#8226; Imagine you&#8217;re Lewis Hamilton as you drive along the Grand Prix circuit in Monte Carlo. After you&#8217;ve negotiated the hairpin bends you&#8217;ll find it hard to believe the fastest lap time on this circuit is just over 13 seconds.<br />&#8226; Trace your way along the French Riviera. Take in elegant Nice the hilltop village of St Paul and Grasse which is the world capital for perfume and flowers.<br />&#8226; Get a bird&#8217;s eye view of the Cote d&#8217;Azur from the cliff-top village of Eze. This place is known as &#8216;The Eagle&#8217;s Nest&#8217; and it&#8217;s narrow alleyways are full of historical mansions chateaus and pretty squares.
002839,90,Location name,Zeebrugge (for Bruges)
002839,2250,Intro - CRU,Zeebrugge is the gateway to the charming Belgian city of Bruges &#8211; a perfectly-preserved open-air museum filled with cobbled streets canals and Medieval monuments. And it&#8217;s all laced with the scent of the city&#8217;s famous chocolate.<br /><br />&#8226; Take in the sights at the central Markt Square where horse-drawn carriages and bikes whizz around a piazza lined by outdoor cafes and a Gothic bell-tower.<br />&#8226; See Bruges from the water with a boat ride on the glistening canals. As you glide along you&#8217;ll pass sights like the Chapel of the Holy Blood and the Church of Notre Dame.<br />&#8226; Pick up some edible souvenirs in one of the city&#8217;s 50 chocolate shops. For a treat with a twist try chocolate infused with curry tea or Cuban cigars.
000158,90,Location name,Funchal
000158,2250,Intro - CRU,Sweeter than wine Madeira&#8217;s a fine excuse to binge on beautiful scenery to your heart&#8217;s content. Funchal is the island&#8217;s capital a bewitching collection of cobbled streets quaint museums and buzzing caf&#233; and restaurant life.<br /><br />&#8226; Get to know Funchal. This spellbinding city is a portion of Portugal sprinkled with a dash of Garden of Eden and Edwardian Britain. The whole place seems to be smothered in vivid bougainvillea jasmine and other exotic blooms. Don&#8217;t miss the covered market a dizzying montage of exotic fruit stalls and flower-sellers wearing traditional costume. And take a look at the city&#8217;s impressive S&#233; cathedral with its ornate ceiling and artworks.<br />&#8226; If you&#8217;re really into blooms meander around Funchal&#8217;s tranquil Botanical Gardens admiring their dazzling displays of orchids cacti and Madeira&#8217;s iconic dragon trees.<br />&#8226; Take a cable car up to the mountain village of Monte and hurtle back down the cobbles towards Funchal in a wicker toboggan.<br />&#8226; Gaze in awe at the colossal Cabo Girao one of the world&#8217;s largest coastal cliffs. Then take in the simple charms of the quaint fishing village Camara de Lobos one of Winston Churchill&#8217;s favourite retreats.<br />&#8226; Sign up for a jeep tour to explore parts of the island that are usually off limits.
003157,90,Location name,Aqaba (for Petra)
003157,2250,Intro - CRU,As Jordan&#8217;s only port Aqaba is your gateway to the magnificent ancient city of Petra. Petra nicknamed the Rose City due to the colour of the stone from which it&#8217;s carved has been a UNESCO World Heritage Site for the last 30 years. Found in the middle of a deep valley carved into the rock and surrounded by craggy mountains it&#8217;s one of the worlds most famous archaeological sites. And when you see it you&#8217;ll understand why.<br /><br />&#8226; No trip to Petra is complete without visiting The Treasury. Soak in the atmosphere with a refreshing cup of mint tea as traditional Jordanian music sounds out. Top tip &#8211; beat the heat and see it in all its lantern-lit glory by night.<br />&#8226; Get off the main tourist track with a hike in the mountains. Huddle around a campfire under the stars and share stories sing songs and sample Bedouin-style cuisine.<br />&#8226; While a hike up to The Monastery will offer some decent views it&#8217;s the High Place of Sacrifice that offers the most impressive panoramic vistas. Climb the 800 plus steps up to the summit and you&#8217;ll be rewarded with a bird&#8217;s eye view of The Royal Tombs and The Colonnaded Street.
002831,90,Location name,Alesund
002831,2250,Intro - CRU,January 23rd 1904 saw Alesund ravaged by fire but this hardy little city rose like a phoenix from the ashes &#8211; and the result is impressive. It was rebuilt in Art Nouveau style and the medley of turrets spires and ornamental twists and turns give the town a fairytale feel. What makes it even more unusual is that it&#8217;s set across several islands sprinkled in the ocean with the spectacular Sunnmore Alps as a backdrop.<br /><br />&#8226; Have a look around the Art Nouveau Centre a gorgeous period building whose displays piece together Alesund&#8217;s architectural history.<br />&#8226; Experience one of the biggest aquariums in Europe with a trip to the Atlantic Sea-Park which is home to hundreds of fish and sea animals from Norway and around. Don&#8217;t miss feeding time at the penguin and seal enclosures.<br />&#8226; A trip to the top of Mount Aksla offers up unbeatable views of the town the fjords and the surrounding islands. You can climb the 418 steps starting from the town park catch the sightseeing train or go by road.
002840,90,Location name,Eidfjord
002840,2250,Intro - CRU,With v-neck valleys jagged mountain peaks and glossy lakes Eidfjord showcases all of Norway&#8217;s trademark scenery. But that&#8217;s only half the story. Set in the Hardangerfjord region the town has a slightly milder climate than some of its northern neighbours. And as a result the landscape has got a look all of its own. In fact the area surrounding Eidfjord is known as Norway&#8217;s orchard because of the apple pear plum and cherry trees that grow here. Visit in May or June and the whole place will be covered in a confetti of fresh blossom petals.<br /><br />&#8226; Hop onboard Eidfjord&#8217;s &#8216;troll train&#8217; for a village sightseeing tour. This vehicle runs on wheels and looks like a brightly-coloured children&#8217;s toy.<br />&#8226; Shiver at the sight of the enormous Nigardsbreen glacier. To give you an idea of how big this frosty giant is imagine 120 football pitches all in a row and youll have a good idea.<br />&#8226; Head for the more distant landmarks like the moonscaped Osa Mountains with their stellar views of Hardangerjokulen glacier.
002829,90,Location name,Flam
002829,2250,Intro - CRU,In Norwegian the word Flam translates as &#8216;little place between steep mountains&#8217;. And although that description hits the nail on the head it fails to really conjure up the incredible scale of the place. Flam is cradled in a deep tributary of the Sognefjord which at 204 kilometres long and 1308 deep is the world&#8217;s longest and deepest fjord. Surrounded by towering cliff faces the rustic wooden lodges of Flam&#8217;s town centre look like miniature models which adds to the charm when you&#8217;re walking around.<br /><br />&#8226; Ride on the world&#8217;s steepest railway. The Flamsbana travels to 865 metres above sea level and the line is made up of a series of sharp bends and cliff-edge tunnels. The journey may seem white-knuckle but the railway has been running safely since the Forties.<br />&#8226; Adventure into the White Caves of Gudvangen. This underground labyrinth is made all the more spectacular with light shows and a soundtrack of classical music.<br />&#8226; Sip your way through a frothy cappuccino from the coffee shop of the Stalheim Hotel. This historic building is perched at the top of the Naeroy Valley and the views are jaw-dropping.
000590,90,Location name,Geiranger
000590,2250,Intro - CRU,Geiranger cashes in on Norwegian scenery. This village in western Norway has been given UNESCO World Heritage Site status for the landscape that engulfs it. There are snow-doused mountains veil-like waterfalls and polished lakes here. The countryside that surrounds the village is also home to number of fjord farms. Some of these gravity-defying homesteads have been in use for 3 centuries.<br /><br />&#8226; 300-year-old Herdal Home Farm is one of the largest summer farms in Norway. Drop by to taste their brown and white goat&#8217;s cheese and goat&#8217;s milk caramels.<br />&#8226; To see the Geirangerfjord in close-up you need to slip into a kayak. The &#8216;world&#8217;s most beautiful fjord&#8217; is sheltered by mountains so you don&#8217;t need to be experienced to paddle through the waters.<br />&#8226; Mount Dalsnibba offers the god&#8217;s seating in Geiranger. From its peak 1500 metres above sea level the lakes waterfalls and towns of the region look miniature.
002835,90,Location name,Honningsvag
002835,2250,Intro - CRU,The village of Honningsvag is tucked deep inside the Arctic Circle on the island of Mageroya. It&#8217;s the most northerly point in Europe and your gateway to the Northern Cape &#8211; a chunk of land that juts out into the sea. Guarded by the eerie Midnight Sun that floats overhead it&#8217;s Norway&#8217;s most soul-stirring attraction.<br /><br />&#8226; Stand on the 1000 foot high cliffs at the Northern Cape to see what many have written about but few have seen &#8211; the Midnight Sun. Hanging above the Arctic Ocean the sun casts its ever-present glow. Its a sight youll never forget.<br />&#8226; Climb aboard a deep-sea raft and play fisherman for a few hours. The King Crab is one of Norway&#8217;s most famous exports and you can head out into the deep blue to help reel in the daily catch. Afterwards you&#8217;ll get to prepare and taste the delicious crab meat for yourself.
CMS020,90,Location name,Isafjord
CMS020,2250,Intro - CRU,Encased in the awe-inspiring scenery of the Westfjords peninsula this chocolate box coastal town dates back to the 9th century. Its a tranquil little place where life operates at a deliciously lazy pace. Cocooned in the heart of the rugged West Fjord the islands and inlets nearby are a magnet for wildlife with a host of rare sea birds making a home here.<br /><br />&#8226; Call in at the Maritime Museum whose four 18th-century buildings house lots of interesting artefacts linked to the local fishing industry.<br />&#8226; Talking of fishing take a stroll along the peaceful harbour and watch fishermen bringing in the days catch plucked from the icy waters of the Denmark Strait on nearby Vigur Island.<br />&#8226; Arm yourself with a set of binoculars and go on the hunt for seabirds like puffins. Your search will take place against the backdrop of majestic mountains and glittering glaciers. Superb.<br />&#8226; Like a sparkling emerald in a sea of sapphires Vigur Island is a green oasis in the glassy blue waters of the Isafjardardjup fjord. All sorts of birds flock to its serene shores including puffins Arctic terns and black guillemots making it a real hit with twitchers. Plus it&#8217;s home to Iceland&#8217;s one and only windmill which dates back to 1840.<br />&#8226; The mountains of the Djup the largest of the western fjords are worth a role of film alone. Make sure you see them.
CMS006,90,Location name,Molde
CMS006,2250,Intro - CRU,Known as the Town of Roses Molde is tucked away in one of the rugged pockets of Norway&#8217;s famous fjords. You might catch your reflection in a mirrored 16-storey hotel on the waterfront and if you turn the other way you&#8217;ll see snow-capped mountains across the strait. The city centre boasts a cosmopolitan blend of cafes and boutiques but the most talked-about spots are in the hills surrounding Molde. A 10-minute drive will get you to Varden a beauty spot where the panoramic views are the stuff of Instagram dreams.<br /><br />&#8226; Fresh fish is one of Molde&#8217;s foodie highlights. Saltwater fishermen haul in nets brimming with cod pollock and mackerel. They all make the menu at the city&#8217;s best seafood restaurants along with salmon and trout hooked from the region&#8217;s rivers.<br />&#8226; Moldejazz attracts more than 100000 music fans every July and holds a place among the longest-running festivals in Europe. It was started in 1961 by a local jazz club and has evolved into a week-long party featuring the likes of the legendary Miles Davis and Sonny Rollins. <br />&#8226; The Romsdal Museum is one of the biggest of its kind in Norway. Work started in 1912 with more than 50 buildings from across the region painstakingly moved here to create a traditional village set-up. There are open-hearth houses and a chapel plus a main street with an authentic Norwegian smokehouse.
003435,90,Location name,Olden
003435,2250,Intro - CRU,This sleepy hamlet sprang into life in the 18th Century. Today its best known as the gateway to the gleaming Briksdalsbreen Glacier one of Norways must see sights.<br /><br />&#8226; Gaze in wonder at the million-year-old glacier. Walk along a weaving path skirting gushing waterfalls. Nothing can prepare you for the awesome sight ahead of you - the glacier is a shimmering mass of blue ice thatll leave you lost for words.<br />&#8226; Uncover the secret of Olden Lake&#8217;s looks. This huge body of water is known as Norway&#8217;s most beautiful lake and its unique green appearance has something to do with a substance called &#8216;glacier milk&#8217;.
CMS025,90,Location name,Stavanger
