ITINERARY_ID,PORT_ID,DAY,TIME_IN_PORT,TIME_OUT_PORT,TENDER
321873,001218,3,08:00,19:00,N
321873,000013,4,07:00,18:00,N
321873,L01218,5,07:00,18:00,N
321873,L01211,6,07:00,18:00,N
321873,,7,,,N
321873,,8,,,N
321873,,9,,,N
321873,,10,,,N
321873,,11,,,N
321873,L27684,12,07:00,18:00,N
321873,L27685,13,08:00,17:00,N
321873,,14,,,N
321873,,15,,,N
321873,CMS003,16,10:00,18:00,N
321873,002838,17,09:00,18:00,N
321873,002822,18,09:00,18:00,N
321873,002839,19,09:00,16:00,N
321873,002847,20,08:00,,N
321881,001181,2,07:00,18:00,N
321881,001218,3,08:00,19:00,N
321881,000013,4,07:00,18:00,N
321881,L01218,5,07:00,18:00,N
321881,L01211,6,07:00,18:00,N
321881,,7,,,N
321881,,8,,,N
321881,,9,,,N
321881,,10,,,N
321881,,11,,,N
321881,L27684,12,07:00,18:00,N
321881,L27685,13,08:00,17:00,N
321881,,14,,,N
321881,,15,,,N
321881,CMS003,16,10:00,18:00,N
321881,002838,17,09:00,18:00,N
321881,002822,18,09:00,18:00,N
321881,002839,19,09:00,16:00,N
321881,002847,20,08:00,18:00,N
321881,,21,,,N
321881,002849,22,06:00,,N
321881,000719,1,,20:00,N
321895,000282,1,,22:00,N
321895,002693,2,10:00,18:00,N
321895,001628,3,09:00,18:00,N
321895,002625,4,08:00,18:00,N
321895,,5,,,N
321895,000158,6,08:00,18:00,N
321895,,7,,,N
321895,,8,,,N
321895,,9,,,N
321895,,10,,,N
321895,,11,,,N
321895,,12,,,N
321895,000013,13,09:00,18:00,N
321895,001181,14,08:00,18:00,N
321895,002049,15,08:00,18:00,N
321895,000719,16,07:00,,N
321907,000719,1,,20:00,N
321907,,2,,,N
321907,000013,3,08:00,18:00,N
321907,L01218,4,08:00,18:00,N
321907,L01211,5,08:00,18:00,N
321907,001218,6,08:00,18:00,N
321907,004263,7,08:00,18:00,Y
321907,000719,8,07:00,,N
321911,L01211,5,08:00,18:00,N
321911,001218,6,08:00,18:00,N
321911,,7,,,N
321911,000719,8,07:00,,N
321911,L01218,4,08:00,18:00,N
321911,000719,1,,20:00,N
321911,004263,2,08:00,17:00,N
321911,000013,3,08:00,20:00,N
321913,000719,1,,20:00,N
321913,002049,2,08:00,18:00,N
321913,L15663,3,08:00,18:00,N
321913,006233,4,08:00,18:00,N
321913,003907,5,08:00,18:00,N
321913,L01215,6,08:00,18:00,N
321913,001181,7,08:00,18:00,N
321913,000719,8,07:00,,N
321915,000719,1,,20:00,N
321915,001181,2,08:00,18:00,N
321915,L01215,3,09:00,18:00,N
321915,003907,4,08:00,18:00,N
321915,006233,5,08:00,18:00,N
321915,L15663,6,08:00,18:00,N
321915,002049,7,08:00,18:00,N
321915,000719,8,07:00,,N
321917,000719,1,,20:00,N
321917,,2,,,N
321917,001984,3,08:00,23:00,N
321917,L15621,4,08:00,18:00,N
321917,L27691,5,07:00,14:00,N
321917,002049,6,13:00,19:00,N
321917,001181,7,08:00,18:00,N
321917,000719,8,07:00,,N
388677,001002,5,14:00,23:00,N
388677,001628,6,08:00,18:00,N
388677,002693,7,08:00,16:00,N
388677,000282,8,06:00,,N
388677,000282,1,,22:00,N
388677,,2,,,N
388677,002625,3,08:00,16:00,N
388677,000531,4,08:00,17:00,N
388679,000282,1,,22:00,N
388679,,2,,,N
388679,002625,3,08:00,16:00,N
388679,000531,4,08:00,17:00,N
388679,001002,5,14:00,23:00,N
388679,001628,6,08:00,18:00,N
388679,002693,7,08:00,16:00,N
388679,000282,8,06:00,,N
388681,000282,1,,22:00,N
388681,,2,,,N
388681,002625,3,08:00,16:00,N
388681,000531,4,08:00,17:00,N
388681,001002,5,14:00,23:00,N
388681,001628,6,08:00,18:00,N
388681,002693,7,08:00,16:00,N
388681,000282,8,06:00,,N
388683,000282,1,,22:00,N
388683,,2,,,N
388683,002625,3,08:00,16:00,N
388683,000531,4,08:00,17:00,N
388683,001002,5,14:00,23:00,N
388683,001628,6,08:00,18:00,N
388683,002693,7,08:00,16:00,N
388683,000282,8,06:00,,N
388685,000282,1,,22:00,N
388685,,2,,,N
388685,002691,3,08:00,18:00,N
388685,001629,4,07:00,17:00,N
388685,CMS095,5,09:00,19:00,N
388685,002697,6,07:00,18:00,Y
388685,002628,7,09:00,18:00,N
388685,000282,8,06:00,,N
388687,000282,1,,22:00,N
388687,,2,,,N
388687,002691,3,08:00,18:00,N
388687,001629,4,07:00,17:00,N
388687,CMS095,5,09:00,19:00,N
388687,002697,6,07:00,18:00,Y
388687,002628,7,09:00,18:00,N
388687,000282,8,06:00,,N
388689,000282,1,,22:00,N
388689,,2,,,N
388689,002691,3,08:00,18:00,N
388689,001629,4,07:00,17:00,N
388689,CMS095,5,09:00,19:00,N
388689,002697,6,07:00,18:00,Y
388689,002628,7,09:00,18:00,N
388689,000282,8,06:00,,N
388691,000282,1,,22:00,N
388691,,2,,,N
388691,002691,3,08:00,18:00,N
388691,001629,4,07:00,17:00,N
388691,CMS095,5,09:00,19:00,N
388691,002697,6,07:00,18:00,Y
388691,002628,7,09:00,18:00,N
388691,000282,8,06:00,,N
388693,000282,1,,22:00,N
388693,,2,,,N
388693,002634,3,08:00,17:00,N
388693,000654,4,07:00,19:00,N
388693,005186,5,07:00,19:00,N
388693,003087,6,07:00,17:00,Y
388693,000373,7,10:00,18:00,N
388693,000282,8,06:00,,N
388695,000282,1,,22:00,N
388695,,2,,,N
388695,002634,3,08:00,17:00,N
388695,000654,4,07:00,19:00,N
388695,005186,5,07:00,19:00,N
388695,003087,6,07:00,17:00,Y
388695,000373,7,10:00,18:00,N
388695,000282,8,06:00,,N
388697,000282,1,,22:00,N
388697,,2,,,N
388697,002634,3,08:00,17:00,N
388697,000654,4,07:00,19:00,N
388697,005186,5,07:00,19:00,N
388697,003087,6,07:00,17:00,Y
388697,000373,7,10:00,18:00,N
388697,000282,8,06:00,,N
388699,000282,1,,22:00,N
388699,,2,,,N
388699,002634,3,08:00,17:00,N
388699,000654,4,07:00,19:00,N
388699,005186,5,07:00,19:00,N
388699,003087,6,07:00,17:00,Y
388699,000373,7,10:00,18:00,N
388699,000282,8,06:00,,N
388701,000282,1,,22:00,N
388701,,2,,,N
388701,L47107,3,08:00,17:00,N
388701,002699,4,07:00,19:00,N
388701,002884,5,07:00,18:00,Y
388701,002695,6,09:00,18:00,N
388701,002845,7,08:00,18:00,N
388701,000282,8,06:00,,N
388703,000282,1,,22:00,N
388703,,2,,,N
388703,L47107,3,08:00,17:00,N
388703,002699,4,07:00,19:00,N
388703,002884,5,07:00,18:00,Y
388703,002695,6,09:00,18:00,N
388703,002845,7,08:00,18:00,N
388703,000282,8,06:00,,N
388705,000282,1,,22:00,N
388705,,2,,,N
388705,L47107,3,08:00,17:00,N
388705,002699,4,07:00,19:00,N
388705,002884,5,07:00,18:00,Y
388705,002695,6,09:00,18:00,N
388705,002845,7,08:00,18:00,N
388705,000282,8,06:00,,N
388707,000282,1,,22:00,N
388707,,2,,,N
388707,L47107,3,08:00,17:00,N
388707,002699,4,07:00,19:00,N
388707,002884,5,07:00,18:00,Y
388707,002695,6,09:00,18:00,N
388707,002845,7,08:00,18:00,N
388707,000282,8,06:00,,N
387737,,10,,,N
387737,,11,,,N
387737,,12,,,N
387737,000013,13,09:00,18:00,N
387737,001181,14,08:00,18:00,N
387737,002049,15,08:00,18:00,N
387737,000719,16,07:00,,N
387737,000282,1,,22:00,N
387737,002693,2,10:00,18:00,N
387737,001628,3,09:00,18:00,N
387737,002625,4,08:00,18:00,N
387737,,5,,,N
387737,000158,6,08:00,18:00,N
387737,,7,,,N
387737,,8,,,N
387737,,9,,,N
387739,000282,1,,22:00,N
387739,002693,2,10:00,18:00,N
387739,001628,3,09:00,18:00,N
387739,002625,4,08:00,18:00,N
387739,,5,,,N
387739,000158,6,08:00,18:00,N
387739,,7,,,N
387739,,8,,,N
387739,,9,,,N
387739,,10,,,N
387739,,11,,,N
387739,,12,,,N
387739,000013,13,09:00,18:00,N
387739,001181,14,08:00,18:00,N
387739,002049,15,08:00,18:00,N
387739,000719,16,07:00,,N
387741,000282,1,,22:00,N
387741,002693,2,10:00,18:00,N
387741,001628,3,09:00,18:00,N
387741,002625,4,08:00,18:00,N
387741,,5,,,N
387741,000158,6,08:00,18:00,N
387741,,7,,,N
387741,,8,,,N
387741,,9,,,N
387741,,10,,,N
387741,,11,,,N
387741,,12,,,N
387741,000013,13,09:00,18:00,N
387741,001181,14,08:00,18:00,N
387741,002049,15,08:00,18:00,N
387741,000719,16,07:00,,N
387743,001181,2,07:00,18:00,N
387743,001218,3,08:00,19:00,N
387743,000013,4,07:00,18:00,N
387743,L01218,5,07:00,18:00,N
387743,L01211,6,07:00,18:00,N
387743,,7,,,N
387743,,8,,,N
387743,,9,,,N
387743,,10,,,N
387743,,11,,,N
387743,L27684,12,07:00,18:00,N
387743,L27685,13,08:00,17:00,N
387743,,14,,,N
387743,,15,,,N
387743,CMS003,16,10:00,18:00,N
387743,002838,17,09:00,18:00,N
387743,002822,18,09:00,18:00,N
387743,002839,19,09:00,16:00,N
387743,002847,20,08:00,18:00,N
387743,,21,,,N
387743,002849,22,06:00,,N
387743,000719,1,,20:00,N
387745,001181,2,07:00,18:00,N
387745,001218,3,08:00,19:00,N
387745,000013,4,07:00,18:00,N
387745,L01218,5,07:00,18:00,N
387745,L01211,6,07:00,18:00,N
387745,,7,,,N
387745,,8,,,N
387745,,9,,,N
387745,,10,,,N
387745,,11,,,N
387745,L27684,12,07:00,18:00,N
387745,L27685,13,08:00,17:00,N
387745,,14,,,N
387745,,15,,,N
387745,CMS003,16,10:00,18:00,N
387745,002838,17,09:00,18:00,N
387745,002822,18,09:00,18:00,N
387745,002839,19,09:00,16:00,N
387745,002847,20,08:00,18:00,N
387745,,21,,,N
387745,002849,22,06:00,,N
387745,000719,1,,20:00,N
387747,L01218,5,07:00,18:00,N
387747,L01211,6,07:00,18:00,N
387747,,7,,,N
387747,,8,,,N
387747,,9,,,N
387747,,10,,,N
387747,,11,,,N
387747,L27684,12,07:00,18:00,N
387747,L27685,13,08:00,17:00,N
387747,,14,,,N
387747,,15,,,N
387747,CMS003,16,10:00,18:00,N
387747,002838,17,09:00,18:00,N
387747,002822,18,09:00,18:00,N
387747,002839,19,09:00,16:00,N
387747,002847,20,08:00,18:00,N
387747,,21,,,N
387747,002849,22,06:00,,N
387747,000719,1,,20:00,N
387747,001181,2,07:00,18:00,N
387747,001218,3,08:00,19:00,N
387747,000013,4,07:00,18:00,N
387749,000719,1,,20:00,N
387749,001181,2,07:00,18:00,N
387749,001218,3,08:00,19:00,N
387749,000013,4,07:00,18:00,N
387749,L01218,5,07:00,18:00,N
387749,L01211,6,07:00,18:00,N
387749,,7,,,N
387749,,8,,,N
387749,,9,,,N
387749,,10,,,N
387749,,11,,,N
387749,L27684,12,07:00,18:00,N
387749,L27685,13,08:00,17:00,N
387749,,14,,,N
387749,,15,,,N
387749,CMS003,16,10:00,18:00,N
387749,002838,17,09:00,18:00,N
387749,002822,18,09:00,18:00,N
387749,002839,19,09:00,16:00,N
387749,002847,20,08:00,,N
389163,L01211,5,08:00,18:00,N
389163,001218,6,08:00,18:00,N
389163,L01218,4,08:00,18:00,N
389163,000719,1,,20:00,N
389163,004263,2,08:00,17:00,N
389163,,7,,,N
389163,000719,8,07:00,,N
389163,000013,3,08:00,20:00,N
389165,001181,2,08:00,18:00,N
389165,003907,4,08:00,18:00,N
389165,006233,5,08:00,18:00,N
389165,L15663,6,08:00,18:00,N
389165,002049,7,08:00,18:00,N
389165,000719,8,07:00,,N
389165,L01215,3,09:00,18:00,N
389165,000719,1,,20:00,N
387603,000719,1,,20:00,N
387603,,2,,,N
387603,000013,3,08:00,18:00,N
387603,L01218,4,08:00,18:00,N
387603,L01211,5,08:00,18:00,N
387603,001218,6,08:00,18:00,N
387603,004263,7,08:00,18:00,Y
387603,000719,8,07:00,,N
387605,000719,1,,20:00,N
387605,,2,,,N
387605,000013,3,08:00,18:00,N
387605,L01218,4,08:00,18:00,N
387605,L01211,5,08:00,18:00,N
387605,001218,6,08:00,18:00,N
387605,004263,7,08:00,18:00,Y
387605,000719,8,07:00,,N
387607,000719,1,,20:00,N
387607,,2,,,N
387607,000013,3,08:00,18:00,N
387607,L01218,4,08:00,18:00,N
387607,L01211,5,08:00,18:00,N
387607,001218,6,08:00,18:00,N
387607,004263,7,08:00,18:00,Y
387607,000719,8,07:00,,N
387609,000719,1,,20:00,N
387609,,2,,,N
387609,001984,3,08:00,23:00,N
387609,L15621,4,08:00,18:00,N
387609,L27691,5,07:00,14:00,N
387609,002049,6,13:00,19:00,N
387609,001181,7,08:00,18:00,N
387609,000719,8,07:00,,N
387611,000719,1,,20:00,N
387611,,2,,,N
387611,001984,3,08:00,23:00,N
387611,L15621,4,08:00,18:00,N
387611,L27691,5,07:00,14:00,N
387611,002049,6,13:00,19:00,N
387611,001181,7,08:00,18:00,N
387611,000719,8,07:00,,N
387613,000719,1,,20:00,N
387613,,2,,,N
387613,001984,3,08:00,23:00,N
387613,L15621,4,08:00,18:00,N
387613,L27691,5,07:00,14:00,N
387613,002049,6,13:00,19:00,N
387613,001181,7,08:00,18:00,N
387613,000719,8,07:00,,N
387615,000719,8,07:00,,N
387615,000719,1,,20:00,N
387615,002049,2,08:00,18:00,N
387615,L15663,3,08:00,18:00,N
387615,006233,4,08:00,18:00,N
387615,003907,5,08:00,18:00,N
387615,L01215,6,08:00,18:00,N
387615,001181,7,08:00,18:00,N
387617,000719,1,,20:00,N
387617,002049,2,08:00,18:00,N
387617,L15663,3,08:00,18:00,N
387617,006233,4,08:00,18:00,N
387617,003907,5,08:00,18:00,N
387617,L01215,6,08:00,18:00,N
387617,001181,7,08:00,18:00,N
387617,000719,8,07:00,,N
387619,000719,1,,20:00,N
387619,002049,2,08:00,18:00,N
387619,L15663,3,08:00,18:00,N
387619,006233,4,08:00,18:00,N
387619,003907,5,08:00,18:00,N
387619,L01215,6,08:00,18:00,N
387619,001181,7,08:00,18:00,N
387619,000719,8,07:00,,N
374081,000282,1,,22:00,N
374081,,2,,,N
374081,002625,3,08:00,16:00,N
374081,000531,4,08:00,17:00,N
374081,001002,5,14:00,23:00,N
374081,001628,6,08:00,18:00,N
374081,002693,7,08:00,16:00,N
374081,000282,8,06:00,,N
374091,000282,1,,22:00,N
374091,,2,,,N
374091,002691,3,08:00,18:00,N
374091,001629,4,07:00,17:00,N
374091,CMS095,5,09:00,19:00,N
374091,002697,6,07:00,18:00,Y
374091,002628,7,09:00,18:00,N
374091,000282,8,06:00,,N
374101,000282,1,,22:00,N
374101,,2,,,N
374101,002634,3,08:00,17:00,N
374101,000654,4,07:00,19:00,N
374101,005186,5,07:00,19:00,N
374101,003087,6,07:00,17:00,Y
374101,000373,7,10:00,18:00,N
374101,000282,8,06:00,,N
374111,000282,1,,22:00,N
374111,,2,,,N
374111,L47107,3,08:00,17:00,N
374111,002699,4,07:00,19:00,N
374111,002884,5,07:00,18:00,Y
374111,002695,6,09:00,18:00,N
374111,002845,7,08:00,18:00,N
374111,000282,8,06:00,,N
43069,000282,1,,23:00,N
43069,,2,,,N
43069,002634,3,08:00,18:00,N
43069,000654,4,07:00,19:00,N
43069,CMS095,5,07:00,19:00,N
43069,003087,6,07:00,18:00,N
43069,000373,7,09:00,18:00,N
43069,000282,8,06:00,,N
43073,000282,1,,23:00,N
43073,,2,,,N
43073,002634,3,08:00,18:00,N
43073,000654,4,07:00,19:00,N
43073,CMS095,5,07:00,19:00,N
43073,003087,6,07:00,18:00,N
43073,002628,7,08:00,18:00,N
43073,000282,8,06:00,,N
43075,000282,1,,23:00,N
43075,,2,,,N
43075,002625,3,09:00,18:00,N
43075,000531,4,08:00,17:00,N
43075,001002,5,11:00,20:00,N
43075,001628,6,08:00,18:00,N
43075,002693,7,08:00,17:00,N
43075,000282,8,06:00,,N
47839,000282,1,,22:00,N
47839,002693,2,10:00,17:00,N
47839,001002,3,09:00,16:00,N
47839,,4,,,N
47839,001610,5,09:00,18:00,N
47839,,6,,,N
47839,,7,,,N
47839,,8,,,N
47839,,9,,,N
47839,,10,,,N
47839,,11,,,N
47839,000013,12,08:00,18:00,N
47839,L01218,13,08:00,17:00,N
47839,001218,14,08:00,18:00,N
47839,001181,15,08:00,18:00,N
47839,000719,16,08:00,,N
47841,000719,1,,20:00,N
47841,002049,2,08:00,18:00,N
47841,003907,3,09:00,18:00,N
47841,006233,4,08:00,18:00,N
47841,L01215,5,08:00,18:00,N
47841,L15663,6,08:00,18:00,N
47841,001181,7,08:00,18:00,N
47841,000719,8,07:00,,N
47843,000719,1,,20:00,N
47843,006233,2,08:00,18:00,N
47843,L01215,3,08:00,18:00,N
47843,001181,4,08:00,18:00,N
47843,003907,5,08:00,18:00,N
47843,002049,6,08:00,19:00,N
47843,L15663,7,08:00,18:00,N
47843,000719,8,07:00,,N
47847,000719,1,,20:00,N
47847,004263,2,08:00,17:00,Y
47847,000013,3,09:00,18:00,N
47847,L01218,4,08:00,18:00,N
47847,001218,5,08:00,18:00,N
47847,L01211,6,08:00,18:00,N
47847,,7,,,N
47847,000719,8,07:00,,N
47849,000719,1,,20:00,N
47849,004263,2,08:00,17:00,Y
47849,000013,3,09:00,18:00,N
47849,001218,4,08:00,18:00,N
47849,L01218,5,08:00,18:00,N
47849,L01211,6,08:00,18:00,N
47849,,7,,,N
47849,000719,8,07:00,,N
47851,000719,1,,20:00,N
47851,004263,2,08:00,17:00,Y
47851,001218,3,09:00,18:00,N
47851,000013,4,08:00,18:00,N
47851,L01218,5,08:00,18:00,N
47851,L01211,6,08:00,18:00,N
47851,,7,,,N
47851,000719,8,07:00,,N
47875,000719,1,,20:00,N
47875,,2,,,N
47875,001984,3,08:00,23:00,N
47875,L15621,4,08:00,18:00,N
47875,L27691,5,07:00,14:00,N
47875,002049,6,13:00,19:00,N
47875,001181,7,08:00,18:00,N
47875,000719,8,07:00,,N
47877,000719,1,,20:00,N
47877,,2,,,N
47877,001984,3,08:00,23:00,N
47877,L15621,4,08:00,18:00,N
47877,L27691,5,07:00,14:00,N
47877,002049,6,13:00,19:00,N
47877,001181,7,08:00,18:00,Y
47877,000719,8,07:00,,N
47879,000719,1,,20:00,N
47879,,2,,,N
47879,000013,3,08:00,18:00,N
47879,L01211,4,08:00,17:00,N
47879,006233,5,09:00,18:00,N
47879,001181,6,08:00,18:00,Y
47879,000719,7,08:00,23:59,N
47879,000719,8,00:01,,N
47881,000719,1,,20:00,N
47881,001181,2,08:00,18:00,N
47881,000013,3,08:00,18:00,N
47881,,4,,,N
47881,,5,,,N
47881,,6,,,N
47881,,7,,,N
47881,,8,,,N
47881,,9,,,N
47881,000158,10,08:00,17:00,N
47881,,11,,,N
47881,001628,12,09:00,17:00,N
47881,002050,13,13:00,20:00,N
47881,000282,14,06:00,,N
42731,000282,1,,23:00,N
42731,,2,,,N
42731,L34781,3,07:00,19:00,N
42731,002699,4,07:00,19:00,N
42731,005741,5,07:00,19:00,N
42731,003090,6,08:00,17:00,N
42731,002050,7,10:00,19:00,N
42731,000282,8,06:00,,N
42733,000282,1,,23:00,N
42733,,2,,,N
42733,001002,3,08:00,16:00,N
42733,000531,4,09:00,17:00,N
42733,002625,5,09:00,18:00,N
42733,001628,6,08:00,18:00,N
42733,002693,7,08:00,17:00,N
42733,000282,8,06:00,,N
42735,000282,1,,23:00,N
42735,,2,,,N
42735,002884,3,07:00,17:00,N
42735,000654,4,07:00,19:00,N
42735,CMS095,5,07:00,19:00,N
42735,003087,6,07:00,17:00,N
42735,000373,7,10:00,18:00,N
42735,000282,8,06:00,,N
42727,000282,1,,23:00,N
42727,,2,,,N
42727,002634,3,08:00,18:00,N
42727,000654,4,07:00,19:00,N
42727,CMS095,5,07:00,19:00,N
42727,003087,6,07:00,18:00,N
42727,000373,7,09:00,18:00,N
42727,000282,8,06:00,,N
42729,000282,1,,23:00,N
42729,,2,,,N
42729,002627,3,09:00,18:00,N
42729,001629,4,08:00,17:00,N
42729,002699,5,09:00,19:00,N
42729,002697,6,07:00,18:00,N
42729,002628,7,08:00,18:00,N
42729,000282,8,06:00,,N
71823,000282,1,,23:00,N
71823,,2,,,N
71823,002634,3,08:00,18:00,N
71823,000654,4,07:00,19:00,N
71823,CMS095,5,07:00,19:00,N
71823,003087,6,07:00,18:00,N
71823,000373,7,09:00,18:00,N
71823,000282,8,06:00,,N
71825,000282,1,,23:00,N
71825,,2,,,N
71825,001002,3,08:00,16:00,N
71825,000531,4,09:00,17:00,N
71825,002625,5,09:00,18:00,N
71825,001628,6,08:00,18:00,N
71825,002693,7,08:00,17:00,N
71825,000282,8,06:00,,N
71839,000654,4,07:00,19:00,N
71839,CMS095,5,07:00,19:00,N
71839,003087,6,07:00,18:00,N
71839,000373,7,09:00,18:00,N
71839,000282,8,06:00,,N
71839,000282,1,,23:00,N
71839,,2,,,N
71839,002634,3,08:00,18:00,N
103933,000282,1,,22:00,N
103933,002693,2,10:00,17:00,N
103933,001002,3,09:00,16:00,N
103933,,4,,,N
103933,001610,5,09:00,18:00,N
103933,,6,,,N
103933,,7,,,N
103933,,8,,,N
103933,,9,,,N
103933,,10,,,N
103933,,11,,,N
103933,000013,12,08:00,18:00,N
103933,L01218,13,08:00,17:00,N
103933,001218,14,08:00,18:00,N
103933,001181,15,08:00,18:00,N
103933,000719,16,08:00,,N
103945,000282,1,,23:00,N
103945,,2,,,N
103945,002634,3,08:00,18:00,N
103945,000654,4,07:00,19:00,N
103945,CMS095,5,07:00,19:00,N
103945,003087,6,07:00,18:00,N
103945,002628,7,08:00,18:00,N
103945,000282,8,06:00,,N
103947,000654,4,07:00,19:00,N
103947,CMS095,5,07:00,19:00,N
103947,003087,6,07:00,18:00,N
103947,000373,7,09:00,18:00,N
103947,000282,8,06:00,,N
103947,000282,1,,23:00,N
103947,,2,,,N
103947,002634,3,08:00,18:00,N
103987,000719,1,,20:00,N
103987,006233,2,08:00,18:00,N
103987,L01215,3,08:00,18:00,N
103987,001181,4,08:00,18:00,N
103987,003907,5,08:00,18:00,N
103987,002049,6,08:00,19:00,N
103987,L15663,7,08:00,18:00,N
103987,000719,8,07:00,,N
103989,000719,1,,20:00,N
103989,006233,2,08:00,18:00,N
103989,003907,3,08:00,18:00,N
103989,L01215,4,08:00,18:00,N
103989,L15663,5,08:00,18:00,N
103989,002049,6,08:00,18:00,N
103989,001181,7,08:00,18:00,N
103989,000719,8,07:00,,N
42469,000282,1,,23:00,N
42469,,2,,,N
42469,002634,3,08:00,18:00,N
42469,000654,4,07:00,19:00,N
42469,CMS095,5,07:00,19:00,N
42469,003087,6,07:00,18:00,N
42469,000373,7,09:00,18:00,N
42469,000282,8,06:00,,N
42471,000282,1,,23:00,N
42471,,2,,,N
42471,002627,3,09:00,18:00,N
42471,001629,4,08:00,17:00,N
42471,002699,5,09:00,19:00,N
42471,002697,6,07:00,18:00,N
42471,000373,7,08:00,18:00,N
42471,000282,8,06:00,,N
42473,000282,1,,23:00,N
42473,,2,,,N
42473,002634,3,08:00,18:00,N
42473,000654,4,07:00,19:00,N
42473,CMS095,5,07:00,19:00,N
42473,003087,6,07:00,18:00,N
42473,002628,7,08:00,18:00,N
42473,000282,8,06:00,,N
42475,000282,1,,23:00,N
42475,,2,,,N
42475,002625,3,09:00,18:00,N
42475,000531,4,08:00,17:00,N
42475,001002,5,11:00,20:00,N
42475,001628,6,08:00,18:00,N
42475,002693,7,08:00,17:00,N
42475,000282,8,06:00,,N
43255,000282,1,,23:00,N
43255,,2,,,N
43255,002634,3,08:00,18:00,N
43255,000654,4,07:00,19:00,N
43255,CMS095,5,07:00,19:00,N
43255,003087,6,07:00,18:00,N
43255,000373,7,09:00,18:00,N
43255,000282,8,06:00,,N
43261,000282,1,,23:00,N
43261,,2,,,N
43261,001002,3,08:00,16:00,N
43261,000531,4,09:00,17:00,N
43261,002625,5,09:00,18:00,N
43261,001628,6,08:00,18:00,N
43261,002693,7,08:00,17:00,N
43261,000282,8,06:00,,N
43733,000282,1,,23:00,N
43733,,2,,,N
43733,002634,3,08:00,18:00,N
43733,000654,4,07:00,19:00,N
43733,CMS095,5,07:00,19:00,N
43733,003087,6,07:00,18:00,Y
43733,000373,7,09:00,18:00,N
43733,000282,8,06:00,,N
43735,000282,1,,23:00,N
43735,,2,,,N
43735,001002,3,08:00,16:00,N
43735,000531,4,09:00,17:00,N
43735,002625,5,09:00,18:00,N
43735,001628,6,08:00,18:00,N
43735,002693,7,08:00,17:00,N
43735,000282,8,06:00,,N
43737,000282,1,,23:00,N
43737,,2,,,N
43737,002627,3,09:00,18:00,N
43737,001629,4,08:00,17:00,N
43737,005186,5,09:00,19:00,N
43737,002697,6,07:00,18:00,Y
43737,002628,7,08:00,18:00,N
43737,000282,8,06:00,,N
43739,,2,,,N
43739,L34781,3,07:00,19:00,Y
43739,005186,4,07:00,19:00,N
43739,005741,5,07:00,19:00,Y
43739,003090,6,08:00,17:00,N
43739,002050,7,10:00,19:00,N
43739,000282,8,06:00,,N
43739,000282,1,,23:00,N
43749,000282,1,,23:00,N
43749,,2,,,N
43749,002634,3,08:00,18:00,Y
43749,000654,4,07:00,19:00,N
43749,CMS095,5,07:00,19:00,N
43749,003087,6,07:00,18:00,Y
43749,000373,7,09:00,18:00,N
43749,000282,8,06:00,,N
43805,000282,1,,23:00,N
43805,,2,,,N
43805,002634,3,08:00,18:00,N
43805,000654,4,07:00,19:00,N
43805,CMS095,5,07:00,19:00,N
43805,003087,6,07:00,18:00,Y
43805,002628,7,08:00,18:00,N
43805,000282,8,06:00,,N
43807,002625,3,09:00,18:00,N
43807,000531,4,08:00,17:00,N
43807,001002,5,11:00,20:00,N
43807,001628,6,08:00,18:00,N
43807,002693,7,08:00,17:00,N
43807,000282,8,06:00,,N
43807,000282,1,,23:00,N
43807,,2,,,N
43809,000282,1,,23:00,N
43809,,2,,,N
43809,002627,3,09:00,18:00,N
43809,001629,4,08:00,17:00,N
43809,005186,5,09:00,19:00,N
43809,002697,6,07:00,18:00,Y
43809,000373,7,08:00,18:00,N
43809,000282,8,06:00,,N
160123,000719,1,,20:00,N
160123,004263,2,08:00,17:00,Y
160123,000013,3,09:00,18:00,N
160123,L01218,4,08:00,18:00,N
160123,001218,5,08:00,18:00,Y
160123,L01211,6,08:00,18:00,N
160123,,7,,,N
160123,000719,8,07:00,,N
160125,000719,1,,20:00,N
160125,,2,,,N
160125,L01211,3,08:00,18:00,N
160125,L01218,4,08:00,18:00,N
160125,000013,5,08:00,18:00,N
160125,001218,6,08:00,17:00,N
160125,004263,7,09:00,18:00,Y
160125,000719,8,07:00,,N
160127,000719,1,,20:00,N
160127,004263,2,08:00,17:00,Y
160127,000013,3,09:00,18:00,N
160127,L01218,4,08:00,18:00,N
160127,L01211,5,08:00,18:00,N
160127,001218,6,08:00,18:00,N
160127,,7,,,N
160127,000719,8,07:00,,N
66179,000719,1,,20:00,N
66179,L15663,2,08:00,17:00,N
66179,000013,3,09:00,18:00,N
66179,L01218,4,08:00,18:00,N
66179,001218,5,08:00,18:00,N
66179,L01211,6,08:00,18:00,N
66179,,7,,,N
66179,000719,8,07:00,,N
66181,000719,1,,20:00,N
66181,,2,,,N
66181,L01211,3,08:00,18:00,N
66181,L01218,4,08:00,18:00,N
66181,000013,5,08:00,18:00,N
66181,001218,6,08:00,18:00,N
66181,003907,7,08:00,18:00,N
66181,000719,8,07:00,,N
120459,000282,1,,23:00,N
120459,,2,,,N
120459,002634,3,08:00,18:00,N
120459,000654,4,07:00,19:00,N
120459,CMS095,5,07:00,19:00,N
120459,003087,6,07:00,18:00,Y
120459,000373,7,09:00,18:00,N
120459,000282,8,06:00,,N
