SHIP_ID,CABIN_TYPE_ID,CABIN_NO,DECK_NO
150012,1625617,1403,3
150012,1625617,1404,4
150012,1625617,1411,1
150012,1625617,1412,2
150012,1625617,1413,3
150012,1625617,1414,4
150012,1625617,1421,1
150012,1625617,1422,2
150012,1625617,1423,3
150012,1625617,1424,4
150012,1625617,1431,1
150012,1625617,1432,2
150012,1625617,1433,3
150012,1625617,1434,4
150012,1625617,1441,1
150012,1625617,1442,2
150012,1625617,1443,3
150012,1625617,1444,4
150012,1625617,1451,1
150012,1625617,1452,2
150012,1625617,1453,3
150012,1625617,1454,4
150012,1625617,1461,1
150012,1625617,1462,2
150012,1625617,1463,3
150012,1625617,1464,4
150012,1625617,1471,1
150012,1625617,1472,2
150012,1625617,1473,3
150012,1625617,1474,4
150012,1625617,1481,1
150012,1625617,1482,2
150012,1625617,1483,3
150012,1625617,1484,4
150012,1625617,1491,1
150012,1625617,1492,2
150012,1625617,1493,3
150012,1625617,1494,4
150012,1625617,1501,1
150012,1625617,1502,2
150012,1625617,1503,3
150012,1625617,1504,4
150012,1625617,1511,1
150012,1625617,1512,2
150012,1625617,1513,3
150012,1625617,1514,4
150012,1625617,1521,1
150012,1625617,1522,2
150012,1625617,1523,3
150012,1625617,1524,4
150012,1625617,1531,1
150012,1625617,1532,2
150012,1625617,1533,3
150012,1625617,1534,4
150012,1625617,1541,1
150012,1625617,1542,2
150012,1625617,1543,3
150012,1625617,1544,4
150012,1625617,1551,1
150012,1625617,1552,2
150012,1625617,1553,3
150012,1625617,1554,4
150012,1625617,1561,1
150012,1625617,1562,2
150012,1625617,1563,3
150012,1625617,1564,4
150012,1625617,1571,1
150012,1625617,1572,2
150012,1625617,1573,3
150012,1625617,1574,4
150012,1625617,1581,1
150012,1625617,1582,2
150012,1625617,1583,3
150012,1625617,1584,4
150012,1625617,1591,1
150012,1625617,1592,2
150012,1625617,1593,3
150012,1625617,1594,4
150012,1625617,1601,1
150012,1625617,1602,2
150012,1625617,1603,3
150012,1625617,1604,4
150012,1625617,1611,1
150012,1625617,1612,2
150012,1625617,1613,3
150012,1625617,1614,4
150012,1625617,1621,1
150012,1625617,1622,2
150012,1625617,1623,3
150012,1625617,1624,4
150012,1625617,1631,1
150012,1625617,1632,2
150012,1625617,1633,3
150012,1625617,1634,4
150012,1625617,1641,1
150012,1625617,1642,2
150012,1625617,1643,3
150012,1625617,1644,4
150012,1625617,1651,1
150012,1625617,1652,2
150012,1625617,1653,3
150012,1625617,1654,4
150012,1625617,1661,1
150012,1625617,1662,2
150012,1625617,1663,3
150012,1625617,1664,4
150012,1625617,1671,1
150012,1625617,1672,2
150012,1625617,1673,3
150012,1625617,1674,4
150012,1625617,1681,1
150012,1625617,1682,2
150012,1625617,1683,3
150012,1625617,1684,4
150012,1625617,1691,1
150012,1625617,1692,2
150012,1625617,1693,3
150012,1625617,1694,4
150012,1625617,1701,1
150012,1625617,1702,2
150012,1625617,1703,3
150012,1625617,1704,4
150012,1625617,1711,1
150012,1625617,1712,2
150012,1625617,1713,3
150012,1625617,1714,4
150012,1625617,1721,1
150012,1625617,1722,2
150012,1625617,1723,3
150012,1625617,1724,4
150012,1625617,1731,1
150012,1625617,1732,2
150012,1625617,1733,3
150012,1625617,1734,4
150012,1625617,1741,1
150012,1625617,1742,2
150012,1625617,1743,3
150012,1625617,1744,4
150012,1625617,1751,1
150012,1625617,1752,2
150012,1625617,1753,3
150012,1625617,1754,4
150012,1625617,1761,1
150012,1625617,1762,2
150012,1625617,1763,3
150012,1625617,1764,4
150012,1625617,1771,1
150012,1625617,1772,2
150012,1625617,1773,3
150012,1625617,1774,4
150012,1625617,1781,1
150012,1625617,1782,2
150012,1625617,1783,3
150012,1625617,1784,4
150012,1625617,1791,1
150012,1625617,1792,2
150012,1625617,1793,3
150012,1625617,1794,4
150012,1625617,1801,1
150012,1625617,1802,2
150012,1625617,1803,3
150012,1625617,1804,4
150012,1625617,1811,1
150012,1625617,1812,2
150012,1625617,1813,3
150012,1625617,1814,4
150012,1625617,1821,1
150012,1625617,1822,2
150012,1625617,1823,3
150012,1625617,1824,4
150012,1625617,1831,1
150012,1625617,1832,2
150012,1625617,1833,3
150012,1625617,1834,4
150012,1625617,1841,1
150012,1625617,1842,2
150012,1625617,1843,3
150012,1625617,1844,4
150012,1625617,1851,1
150012,1625617,1852,2
150012,1625617,1853,3
150012,1625617,1854,4
150012,1625617,1861,1
150012,1625617,1862,2
150012,1625617,1863,3
150012,1625617,1864,4
150012,1625617,1871,1
150012,1625617,1872,2
150012,1625617,1873,3
150012,1625617,1874,4
150012,1625617,1881,1
150012,1625617,1882,2
150012,1625617,1883,3
150012,1625617,1884,4
150012,1625617,1891,1
150012,1625617,1892,2
150012,1625617,1893,3
150012,1625617,1894,4
150012,1625617,1901,1
150012,1625617,1902,2
150012,1625617,1903,3
150012,1625617,1904,4
150012,1625617,1911,1
150012,1625617,1912,2
150012,1625617,1913,3
150012,1625617,1914,4
150012,1625617,1921,1
150012,1625617,1922,2
150012,1625617,1923,3
150012,1625617,1924,4
150012,1625617,1931,1
150012,1625617,1932,2
150012,1625617,1933,3
150012,1625617,1934,4
150012,1625617,1941,1
150012,1625617,1942,2
150012,1625617,1943,3
150012,1625617,1944,4
150012,1625617,1951,1
150012,1625617,1952,2
150012,1625617,1953,3
150012,1625617,1954,4
150012,1625617,1961,1
150012,1625617,1962,2
150012,1625617,1963,3
150012,1625617,1964,4
150012,1625617,1971,1
150012,1625617,1972,2
150012,1625617,1973,3
150012,1625617,1974,4
150012,1625617,1981,1
150012,1625617,1982,2
150012,1625617,1983,3
150012,1625617,1984,4
150012,1625617,1991,1
150012,1625617,1992,2
150012,1625617,1993,3
150012,1625617,1994,4
150012,1625617,2001,1
150012,1625617,2002,2
150012,1625617,2003,3
150012,1625617,2004,4
150012,1561324,11,1
150012,1561324,12,2
150012,1561324,13,3
150012,1561324,14,4
150012,1561324,21,1
150012,1561324,22,2
150012,1561324,23,3
150012,1561324,24,4
150012,1561324,31,1
150012,1561324,32,2
150012,1561324,33,3
150012,1561324,34,4
150012,1561324,41,1
150012,1561324,42,2
150012,1561324,43,3
150012,1561324,44,4
150012,1561324,51,1
150012,1561324,52,2
150012,1561324,53,3
150012,1561324,54,4
150012,1561324,61,1
150012,1561324,62,2
150012,1561324,63,3
150012,1561324,64,4
150012,1561324,71,1
150012,1561324,72,2
150012,1561324,73,3
150012,1561324,74,4
150012,1561324,81,1
150012,1561324,82,2
150012,1561324,83,3
150012,1561324,84,4
150012,1561324,91,1
150012,1561324,92,2
150012,1561324,93,3
150012,1561324,94,4
150012,1561324,101,1
150012,1561324,102,2
150012,1561324,103,3
150012,1561324,104,4
150012,1561324,111,1
150012,1561324,112,2
150012,1561324,113,3
150012,1561324,114,4
150012,1561324,121,1
150012,1561324,122,2
150012,1561324,123,3
150012,1561324,124,4
150012,1561324,131,1
150012,1561324,132,2
150012,1561324,133,3
150012,1561324,134,4
150012,1561324,141,1
150012,1561324,142,2
150012,1561324,143,3
150012,1561324,144,4
150012,1561324,151,1
150012,1561324,152,2
150012,1561324,153,3
150012,1561324,154,4
150012,1561324,161,1
150012,1561324,162,2
150012,1561324,163,3
150012,1561324,164,4
150012,1561324,171,1
150012,1561324,172,2
150012,1561324,173,3
150012,1561324,174,4
150012,1561324,181,1
150012,1561324,182,2
150012,1561324,183,3
150012,1561324,184,4
150012,1561324,191,1
150012,1561324,192,2
150012,1561324,193,3
150012,1561324,194,4
150012,1561324,201,1
150012,1561324,202,2
150012,1561324,203,3
150012,1561324,204,4
150012,1561324,211,1
150012,1561324,212,2
150012,1561324,213,3
150012,1561324,214,4
150012,1561324,221,1
150012,1561324,222,2
150012,1561324,223,3
150012,1561324,224,4
150012,1561324,231,1
150012,1561324,232,2
150012,1561324,233,3
150012,1561324,234,4
150012,1561324,241,1
150012,1561324,242,2
150012,1561324,243,3
150012,1561324,244,4
150012,1561324,251,1
150012,1561324,252,2
150012,1561324,253,3
150012,1561324,254,4
150012,1561324,261,1
150012,1561324,262,2
150012,1561324,263,3
150012,1561324,264,4
150012,1561324,271,1
150012,1561324,272,2
150012,1561324,273,3
150012,1561324,274,4
150012,1561324,281,1
150012,1561324,282,2
150012,1561324,283,3
150012,1561324,284,4
150012,1561324,291,1
150012,1561324,292,2
150012,1561324,293,3
150012,1561324,294,4
150012,1561324,301,1
150012,1561324,302,2
150012,1561324,303,3
150012,1561324,304,4
150012,1561324,311,1
150012,1561324,312,2
150012,1561324,313,3
150012,1561324,314,4
150012,1561324,321,1
150012,1561324,322,2
150012,1561324,323,3
150012,1561324,324,4
150012,1561324,331,1
150012,1561324,332,2
150012,1561324,333,3
150012,1561324,334,4
150012,1561324,341,1
150012,1561324,342,2
150012,1561324,343,3
150012,1561324,344,4
150012,1561324,351,1
150012,1561324,352,2
150012,1561324,353,3
150012,1561324,354,4
150012,1561324,361,1
150012,1561324,362,2
150012,1561324,363,3
150012,1561324,364,4
150012,1561324,371,1
150012,1561324,372,2
150012,1561324,373,3
150012,1561324,374,4
150012,1561324,381,1
150012,1561324,382,2
150012,1561324,383,3
150012,1561324,384,4
150012,1561324,391,1
150012,1561324,392,2
150012,1561324,393,3
150012,1561324,394,4
150012,1561324,401,1
150012,1561324,402,2
150012,1561324,403,3
150012,1561324,404,4
150012,1561324,411,1
150012,1561324,412,2
150012,1561324,413,3
150012,1561324,414,4
150012,1561324,421,1
150012,1561324,422,2
150012,1561324,423,3
150012,1561324,424,4
150012,1561324,431,1
150012,1561324,432,2
150012,1561324,433,3
150012,1561324,434,4
150012,1561324,441,1
150012,1561324,442,2
150012,1561324,443,3
150012,1561324,444,4
150012,1561324,451,1
150012,1561324,452,2
150012,1561324,453,3
150012,1561324,454,4
150012,1561324,461,1
150012,1561324,462,2
150012,1561324,463,3
150012,1561324,464,4
150012,1561324,471,1
150012,1561324,472,2
150012,1561324,473,3
150012,1561324,474,4
150012,1561324,481,1
150012,1561324,482,2
150012,1561324,483,3
150012,1561324,484,4
150012,1561324,491,1
150012,1561324,492,2
150012,1561324,493,3
150012,1561324,494,4
150012,1561324,501,1
150012,1561324,502,2
150012,1561324,503,3
150012,1561324,504,4
150012,1561324,511,1
150012,1561324,512,2
150012,1561324,513,3
150012,1561324,514,4
150012,1561324,521,1
150012,1561324,522,2
150012,1561324,523,3
150012,1561324,524,4
150012,1561324,531,1
150012,1561324,532,2
150012,1561324,533,3
150012,1561324,534,4
150012,1561324,541,1
150012,1561324,542,2
150012,1561324,543,3
150012,1561324,544,4
150012,1561324,551,1
150012,1561324,552,2
150012,1561324,553,3
150012,1561324,554,4
150012,1561324,561,1
150012,1561324,562,2
150012,1561324,563,3
150012,1561324,564,4
150012,1561324,571,1
150012,1561324,572,2
150012,1561324,573,3
150012,1561324,574,4
150012,1561324,581,1
150012,1561324,582,2
150012,1561324,583,3
150012,1561324,584,4
150012,1561324,591,1
150012,1561324,592,2
150012,1561324,593,3
150012,1561324,594,4
150012,1561324,601,1
150012,1561324,602,2
150012,1561324,603,3
150012,1561324,604,4
150012,1561324,611,1
150012,1561324,612,2
150012,1561324,613,3
150012,1561324,614,4
150012,1561324,621,1
150012,1561324,622,2
150012,1561324,623,3
150012,1561324,624,4
150012,1561324,631,1
150012,1561324,632,2
150012,1561324,633,3
150012,1561324,634,4
150012,1561324,641,1
150012,1561324,642,2
150012,1561324,643,3
150012,1561324,644,4
150012,1561324,651,1
150012,1561324,652,2
150012,1561324,653,3
150012,1561324,654,4
150012,1561324,661,1
150012,1561324,662,2
150012,1561324,663,3
150012,1561324,664,4
150012,1561324,671,1
150012,1561324,672,2
150012,1561324,673,3
150012,1561324,674,4
150012,1561324,681,1
150012,1561324,682,2
150012,1561324,683,3
150012,1561324,684,4
150012,1561324,691,1
150012,1561324,692,2
150012,1561324,693,3
150012,1561324,694,4
150012,1561324,701,1
150012,1561324,702,2
150012,1561324,703,3
150012,1561324,704,4
150012,1561324,711,1
150012,1561324,712,2
150012,1561324,713,3
150012,1561324,714,4
150012,1561324,721,1
150012,1561324,722,2
150012,1561324,723,3
150012,1561324,724,4
150012,1561324,731,1
150012,1561324,732,2
150012,1561324,733,3
150012,1561324,734,4
150012,1561324,741,1
150012,1561324,742,2
150012,1561324,743,3
150012,1561324,744,4
150012,1561324,751,1
150012,1561324,752,2
150012,1561324,753,3
150012,1561324,754,4
150012,1561324,761,1
150012,1561324,762,2
150012,1561324,763,3
150012,1561324,764,4
150012,1561324,771,1
150012,1561324,772,2
150012,1561324,773,3
150012,1561324,774,4
150012,1561324,781,1
150012,1561324,782,2
150012,1561324,783,3
150012,1561324,784,4
150012,1561324,791,1
150012,1561324,792,2
150012,1561324,793,3
150012,1561324,794,4
150012,1561324,801,1
150012,1561324,802,2
150012,1561324,803,3
150012,1561324,804,4
150012,1561324,811,1
150012,1561324,812,2
150012,1561324,813,3
150012,1561324,814,4
150012,1561324,821,1
150012,1561324,822,2
150012,1561324,823,3
150012,1561324,824,4
150012,1561324,831,1
150012,1561324,832,2
150012,1561324,833,3
150012,1561324,834,4
150012,1561324,841,1
150012,1561324,842,2
150012,1561324,843,3
150012,1561324,844,4
150012,1561324,851,1
150012,1561324,852,2
150012,1561324,853,3
150012,1561324,854,4
150012,1561324,861,1
150012,1561324,862,2
150012,1561324,863,3
150012,1561324,864,4
150012,1561324,871,1
150012,1561324,872,2
150012,1561324,873,3
150012,1561324,874,4
150012,1561324,881,1
150012,1561324,882,2
150012,1561324,883,3
150012,1561324,884,4
150012,1561324,891,1
150012,1561324,892,2
150012,1561324,893,3
150012,1561324,894,4
150012,1561324,901,1
150012,1561324,902,2
150012,1561324,903,3
150012,1561324,904,4
150012,1561324,911,1
150012,1561324,912,2
150012,1561324,913,3
150012,1561324,914,4
150012,1561324,921,1
150012,1561324,922,2
150012,1561324,923,3
150012,1561324,924,4
150012,1561324,931,1
150012,1561324,932,2
150012,1561324,933,3
150012,1561324,934,4
150012,1561324,941,1
150012,1561324,942,2
150012,1561324,943,3
150012,1561324,944,4
150012,1561324,951,1
150012,1561324,952,2
150012,1561324,953,3
150012,1561324,954,4
150012,1561324,961,1
150012,1561324,962,2
150012,1561324,963,3
150012,1561324,964,4
150012,1561324,971,1
150012,1561324,972,2
150012,1561324,973,3
150012,1561324,974,4
150012,1561324,981,1
150012,1561324,982,2
150012,1561324,983,3
150012,1561324,984,4
150012,1561324,991,1
150012,1561324,992,2
150012,1561324,993,3
150012,1561324,994,4
150012,1561324,1001,1
150012,1561324,1002,2
150012,1561324,1003,3
150012,1561324,1004,4
150012,1561324,1011,1
150012,1561324,1012,2
150012,1561324,1013,3
150012,1561324,1014,4
150012,1561324,1021,1
150012,1561324,1022,2
150012,1561324,1023,3
150012,1561324,1024,4
150012,1561324,1031,1
150012,1561324,1032,2
150012,1561324,1033,3
150012,1561324,1034,4
150012,1561324,1041,1
150012,1561324,1042,2
150012,1561324,1043,3
150012,1561324,1044,4
150012,1561324,1051,1
150012,1561324,1052,2
150012,1561324,1053,3
150012,1561324,1054,4
150012,1561324,1061,1
150012,1561324,1062,2
150012,1561324,1063,3
150012,1561324,1064,4
150012,1561324,1071,1
150012,1561324,1072,2
150012,1561324,1073,3
150012,1561324,1074,4
150012,1561324,1081,1
150012,1561324,1082,2
150012,1561324,1083,3
150012,1561324,1084,4
150012,1561324,1091,1
150012,1561324,1092,2
150012,1561324,1093,3
150012,1561324,1094,4
150012,1561324,1101,1
150012,1561324,1102,2
150012,1561324,1103,3
150012,1561324,1104,4
150012,1561324,1111,1
150012,1561324,1112,2
150012,1561324,1113,3
150012,1561324,1114,4
150012,1561324,1121,1
150012,1561324,1122,2
150012,1561324,1123,3
150012,1561324,1124,4
150012,1561324,1131,1
150012,1561324,1132,2
150012,1561324,1133,3
150012,1561324,1134,4
150012,1561324,1141,1
150012,1561324,1142,2
150012,1561324,1143,3
150012,1561324,1144,4
150012,1561324,1151,1
150012,1561324,1152,2
150012,1561324,1153,3
150012,1561324,1154,4
150012,1561324,1161,1
150012,1561324,1162,2
150012,1561324,1163,3
150012,1561324,1164,4
150012,1561324,1171,1
150012,1561324,1172,2
150012,1561324,1173,3
150012,1561324,1174,4
150012,1561324,1181,1
150012,1561324,1182,2
150012,1561324,1183,3
150012,1561324,1184,4
150012,1561324,1191,1
150012,1561324,1192,2
150012,1561324,1193,3
150012,1561324,1194,4
150012,1561324,1201,1
150012,1561324,1202,2
150012,1561324,1203,3
150012,1561324,1204,4
150012,1561324,1211,1
150012,1561324,1212,2
150012,1561324,1213,3
150012,1561324,1214,4
150012,1561324,1221,1
150012,1561324,1222,2
150012,1561324,1223,3
150012,1561324,1224,4
150012,1561324,1231,1
150012,1561324,1232,2
150012,1561324,1233,3
150012,1561324,1234,4
150012,1561324,1241,1
150012,1561324,1242,2
150012,1561324,1243,3
150012,1561324,1244,4
150012,1561324,1251,1
150012,1561324,1252,2
150012,1561324,1253,3
150012,1561324,1254,4
150012,1561324,1261,1
150012,1561324,1262,2
150012,1561324,1263,3
150012,1561324,1264,4
150012,1561324,1271,1
150012,1561324,1272,2
150012,1561324,1273,3
150012,1561324,1274,4
150012,1561324,1281,1
150012,1561324,1282,2
150012,1561324,1283,3
150012,1561324,1284,4
150012,1561324,1291,1
150012,1561324,1292,2
150012,1561324,1293,3
150012,1561324,1294,4
150012,1561324,1301,1
150012,1561324,1302,2
150012,1561324,1303,3
150012,1561324,1304,4
150012,1561324,1311,1
150012,1561324,1312,2
150012,1561324,1313,3
150012,1561324,1314,4
150012,1561324,1321,1
150012,1561324,1322,2
150012,1561324,1323,3
150012,1561324,1324,4
150012,1561324,1331,1
150012,1561324,1332,2
150012,1561324,1333,3
150012,1561324,1334,4
150012,1561324,1341,1
150012,1561324,1342,2
150012,1561324,1343,3
150012,1561324,1344,4
150012,1561324,1351,1
150012,1561324,1352,2
150012,1561324,1353,3
150012,1561324,1354,4
150012,1561324,1361,1
150012,1561324,1362,2
150012,1561324,1363,3
150012,1561324,1364,4
150012,1561324,1371,1
150012,1561324,1372,2
150012,1561324,1373,3
150012,1561324,1374,4
150012,1561324,1381,1
150012,1561324,1382,2
150012,1561324,1383,3
150012,1561324,1384,4
150012,1561324,1391,1
150012,1561324,1392,2
150012,1561324,1393,3
150012,1561324,1394,4
150012,1561324,1401,1
150012,1561324,1402,2
150012,1561324,1403,3
150012,1561324,1404,4
150012,1561324,1411,1
150012,1561324,1412,2
150012,1561324,1413,3
150012,1561324,1414,4
150012,1561324,1421,1
150012,1561324,1422,2
150012,1561324,1423,3
150012,1561324,1424,4
150012,1561324,1431,1
150012,1561324,1432,2
150012,1561324,1433,3
150012,1561324,1434,4
150012,1561324,1441,1
150012,1561324,1442,2
150012,1561324,1443,3
150012,1561324,1444,4
150012,1561324,1451,1
150012,1561324,1452,2
150012,1561324,1453,3
150012,1561324,1454,4
150012,1561324,1461,1
150012,1561324,1462,2
150012,1561324,1463,3
150012,1561324,1464,4
150012,1561324,1471,1
150012,1561324,1472,2
150012,1561324,1473,3
150012,1561324,1474,4
150012,1561324,1481,1
150012,1561324,1482,2
150012,1561324,1483,3
150012,1561324,1484,4
150012,1561324,1491,1
150012,1561324,1492,2
150012,1561324,1493,3
150012,1561324,1494,4
150012,1561324,1501,1
150012,1561324,1502,2
150012,1561324,1503,3
150012,1561324,1504,4
150012,1561324,1511,1
150012,1561324,1512,2
150012,1561324,1513,3
150012,1561324,1514,4
150012,1561324,1521,1
150012,1561324,1522,2
150012,1561324,1523,3
150012,1561324,1524,4
150012,1561324,1531,1
150012,1561324,1532,2
150012,1561324,1533,3
150012,1561324,1534,4
150012,1561324,1541,1
150012,1561324,1542,2
150012,1561324,1543,3
150012,1561324,1544,4
150012,1561324,1551,1
150012,1561324,1552,2
150012,1561324,1553,3
150012,1561324,1554,4
150012,1561324,1561,1
150012,1561324,1562,2
150012,1561324,1563,3
150012,1561324,1564,4
150012,1561324,1571,1
150012,1561324,1572,2
150012,1561324,1573,3
150012,1561324,1574,4
150012,1561324,1581,1
150012,1561324,1582,2
150012,1561324,1583,3
150012,1561324,1584,4
150012,1561324,1591,1
150012,1561324,1592,2
150012,1561324,1593,3
150012,1561324,1594,4
150012,1561324,1601,1
150012,1561324,1602,2
150012,1561324,1603,3
150012,1561324,1604,4
150012,1561324,1611,1
150012,1561324,1612,2
150012,1561324,1613,3
150012,1561324,1614,4
150012,1561324,1621,1
150012,1561324,1622,2
150012,1561324,1623,3
150012,1561324,1624,4
150012,1561324,1631,1
150012,1561324,1632,2
150012,1561324,1633,3
150012,1561324,1634,4
150012,1561324,1641,1
150012,1561324,1642,2
150012,1561324,1643,3
150012,1561324,1644,4
150012,1561324,1651,1
150012,1561324,1652,2
150012,1561324,1653,3
150012,1561324,1654,4
150012,1561324,1661,1
150012,1561324,1662,2
150012,1561324,1663,3
150012,1561324,1664,4
150012,1561324,1671,1
150012,1561324,1672,2
150012,1561324,1673,3
150012,1561324,1674,4
150012,1561324,1681,1
150012,1561324,1682,2
150012,1561324,1683,3
150012,1561324,1684,4
150012,1561324,1691,1
150012,1561324,1692,2
150012,1561324,1693,3
150012,1561324,1694,4
150012,1561324,1701,1
150012,1561324,1702,2
150012,1561324,1703,3
150012,1561324,1704,4
150012,1561324,1711,1
150012,1561324,1712,2
150012,1561324,1713,3
150012,1561324,1714,4
150012,1561324,1721,1
150012,1561324,1722,2
150012,1561324,1723,3
150012,1561324,1724,4
150012,1561324,1731,1
150012,1561324,1732,2
150012,1561324,1733,3
150012,1561324,1734,4
150012,1561324,1741,1
150012,1561324,1742,2
150012,1561324,1743,3
150012,1561324,1744,4
150012,1561324,1751,1
150012,1561324,1752,2
150012,1561324,1753,3
150012,1561324,1754,4
150012,1561324,1761,1
150012,1561324,1762,2
150012,1561324,1763,3
150012,1561324,1764,4
150012,1561324,1771,1
150012,1561324,1772,2
150012,1561324,1773,3
150012,1561324,1774,4
150012,1561324,1781,1
150012,1561324,1782,2
150012,1561324,1783,3
150012,1561324,1784,4
150012,1561324,1791,1
150012,1561324,1792,2
150012,1561324,1793,3
150012,1561324,1794,4
150012,1561324,1801,1
150012,1561324,1802,2
150012,1561324,1803,3
150012,1561324,1804,4
150012,1561324,1811,1
150012,1561324,1812,2
150012,1561324,1813,3
150012,1561324,1814,4
150012,1561324,1821,1
150012,1561324,1822,2
150012,1561324,1823,3
150012,1561324,1824,4
150012,1561324,1831,1
150012,1561324,1832,2
150012,1561324,1833,3
150012,1561324,1834,4
150012,1561324,1841,1
150012,1561324,1842,2
150012,1561324,1843,3
150012,1561324,1844,4
150012,1561324,1851,1
150012,1561324,1852,2
150012,1561324,1853,3
150012,1561324,1854,4
150012,1561324,1861,1
150012,1561324,1862,2
150012,1561324,1863,3
150012,1561324,1864,4
150012,1561324,1871,1
150012,1561324,1872,2
150012,1561324,1873,3
150012,1561324,1874,4
150012,1561324,1881,1
150012,1561324,1882,2
150012,1561324,1883,3
150012,1561324,1884,4
150012,1561324,1891,1
150012,1561324,1892,2
150012,1561324,1893,3
150012,1561324,1894,4
150012,1561324,1901,1
150012,1561324,1902,2
150012,1561324,1903,3
150012,1561324,1904,4
150012,1561324,1911,1
150012,1561324,1912,2
150012,1561324,1913,3
150012,1561324,1914,4
150012,1561324,1921,1
150012,1561324,1922,2
150012,1561324,1923,3
150012,1561324,1924,4
150012,1561324,1931,1
150012,1561324,1932,2
150012,1561324,1933,3
150012,1561324,1934,4
150012,1561324,1941,1
150012,1561324,1942,2
150012,1561324,1943,3
150012,1561324,1944,4
150012,1561324,1951,1
150012,1561324,1952,2
150012,1561324,1953,3
150012,1561324,1954,4
150012,1561324,1961,1
150012,1561324,1962,2
150012,1561324,1963,3
150012,1561324,1964,4
150012,1561324,1971,1
150012,1561324,1972,2
150012,1561324,1973,3
150012,1561324,1974,4
150012,1561324,1981,1
150012,1561324,1982,2
150012,1561324,1983,3
150012,1561324,1984,4
150012,1561324,1991,1
150012,1561324,1992,2
150012,1561324,1993,3
150012,1561324,1994,4
150012,1561324,2001,1
150012,1561324,2002,2
150012,1561324,2003,3
150012,1561324,2004,4
150012,1625620,11,1
150012,1625620,12,2
150012,1625620,13,3
150012,1625620,14,4
150012,1625620,21,1
150012,1625620,22,2
150012,1625620,23,3
150012,1625620,24,4
150012,1625620,31,1
150012,1625620,32,2
150012,1625620,33,3
150012,1625620,34,4
150012,1625620,41,1
150012,1625620,42,2
150012,1625620,43,3
150012,1625620,44,4
150012,1625620,51,1
150012,1625620,52,2
150012,1625620,53,3
150012,1625620,54,4
150012,1625620,61,1
150012,1625620,62,2
150012,1625620,63,3
150012,1625620,64,4
150012,1625620,71,1
150012,1625620,72,2
150012,1625620,73,3
150012,1625620,74,4
150012,1625620,81,1
150012,1625620,82,2
150012,1625620,83,3
150012,1625620,84,4
150012,1625620,91,1
150012,1625620,92,2
150012,1625620,93,3
150012,1625620,94,4
150012,1625620,101,1
150012,1625620,102,2
150012,1625620,103,3
150012,1625620,104,4
150012,1625620,111,1
150012,1625620,112,2
150012,1625620,113,3
150012,1625620,114,4
150012,1625620,121,1
150012,1625620,122,2
150012,1625620,123,3
150012,1625620,124,4
150012,1625620,131,1
150012,1625620,132,2
150012,1625620,133,3
150012,1625620,134,4
150012,1625620,141,1
150012,1625620,142,2
150012,1625620,143,3
150012,1625620,144,4
150012,1625620,151,1
150012,1625620,152,2
150012,1625620,153,3
150012,1625620,154,4
150012,1625620,161,1
150012,1625620,162,2
150012,1625620,163,3
150012,1625620,164,4
150012,1625620,171,1
150012,1625620,172,2
150012,1625620,173,3
150012,1625620,174,4
150012,1625620,181,1
150012,1625620,182,2
150012,1625620,183,3
150012,1625620,184,4
150012,1625620,191,1
150012,1625620,192,2
150012,1625620,193,3
150012,1625620,194,4
150012,1625620,201,1
150012,1625620,202,2
150012,1625620,203,3
150012,1625620,204,4
150012,1625620,211,1
150012,1625620,212,2
150012,1625620,213,3
150012,1625620,214,4
150012,1625620,221,1
150012,1625620,222,2
150012,1625620,223,3
150012,1625620,224,4
150012,1625620,231,1
150012,1625620,232,2
150012,1625620,233,3
150012,1625620,234,4
150012,1625620,241,1
150012,1625620,242,2
150012,1625620,243,3
150012,1625620,244,4
150012,1625620,251,1
150012,1625620,252,2
150012,1625620,253,3
150012,1625620,254,4
150012,1625620,261,1
150012,1625620,262,2
150012,1625620,263,3
150012,1625620,264,4
150012,1625620,271,1
150012,1625620,272,2
150012,1625620,273,3
150012,1625620,274,4
150012,1625620,281,1
150012,1625620,282,2
150012,1625620,283,3
150012,1625620,284,4
150012,1625620,291,1
150012,1625620,292,2
150012,1625620,293,3
150012,1625620,294,4
150012,1625620,301,1
150012,1625620,302,2
150012,1625620,303,3
150012,1625620,304,4
150012,1625620,311,1
150012,1625620,312,2
150012,1625620,313,3
150012,1625620,314,4
150012,1625620,321,1
150012,1625620,322,2
150012,1625620,323,3
150012,1625620,324,4
150012,1625620,331,1
150012,1625620,332,2
150012,1625620,333,3
150012,1625620,334,4
150012,1625620,341,1
150012,1625620,342,2
150012,1625620,343,3
150012,1625620,344,4
150012,1625620,351,1
150012,1625620,352,2
150012,1625620,353,3
150012,1625620,354,4
150012,1625620,361,1
150012,1625620,362,2
150012,1625620,363,3
150012,1625620,364,4
150012,1625620,371,1
150012,1625620,372,2
150012,1625620,373,3
150012,1625620,374,4
150012,1625620,381,1
150012,1625620,382,2
150012,1625620,383,3
150012,1625620,384,4
150012,1625620,391,1
150012,1625620,392,2
150012,1625620,393,3
150012,1625620,394,4
150012,1625620,401,1
150012,1625620,402,2
150012,1625620,403,3
150012,1625620,404,4
150012,1625620,411,1
150012,1625620,412,2
150012,1625620,413,3
150012,1625620,414,4
150012,1625620,421,1
150012,1625620,422,2
150012,1625620,423,3
150012,1625620,424,4
