EXCURSION_ID,SEQ,TITLE,CONTENT
990804,85,Intro - ticket booklets,As laid-back as it sounds this tour takes in Gibraltar&#8217;s quiet side. Setting off for the Rock&#8217;s south we&#8217;ll travel along the outskirts passing the American War Memorial and Trafalar Cemetary. Your first stop is Europa Point which sits just 12 miles from the North African shores. Spend some time drinking in the views before we whisk you away to the well-known Caleta Hotel. The fact it&#8217;s right by the beach makes it unique in the area - and it&#8217;s sure to bring out the best of the British in you as you&#8217;re served a tempting selection of sandwiches scones and cakes.
990804,100,Excursion duration,2hrs
990804,118,Maximum Participation,30
990804,200,Just so you know,This is a very easy tour with little walking involved however if you have walking difficulties we recommend booking this tour once onboard after talking with the Destination Services / Shore Excursion team as there are restrictions with storing wheelchairs on this tour.
991495,20,Unit Name,Dolphin Watch
991495,80,Intro,Hop aboard and cruise with us around the Bay of Gibraltar one of the most famous bays in the world. There&#8217;s a really high concentration of dolphins in these parts and if you&#8217;re lucky you might see baby dolphins swimming close to their mothers. It&#8217;s a great opportunity to take pictures and see the Striped Bottle-Nosed and Common dolphin as well as seven species of whale flying fish turtles and sunfish in their natural habitat. Plus you get to admire the landmarks of Gibraltar all in the same morning. What more could you ask for?
991495,85,Intro - ticket booklets,Hop aboard the &#8216;Dolphin World&#8217; and come cruising around the Bay of Gibraltar. We&#8217;ll stalk the seas around the Rock keeping our eyes peeled for flipper and his friends. There&#8217;s a really high concentration of dolphins here &#8211; including the Striped Bottle-Nosed and Common. And you can also spot seven species of whale flying fish and turtles if you&#8217;re lucky. So don&#8217;t let your camera out of your sight. Oh and to top it all off you&#8217;ll also get to admire Gibraltar&#8217;s landmarks along the way. Not bad for a morning&#8217;s work.
991495,100,Excursion duration,2hrs
991495,118,Maximum Participation,20
991495,200,Just so you know,Dolphin sightings are not guaranteed. We recommend that you take a jacket or a sweater as it can be cold on the boat. If you have walking difficulties we recommend booking this tour once onboard after talking with the Destination Services / Shore Excursion team as there are restrictions with storing wheelchairs on this tour.
988026,20,Unit Name,Alameda Gardens &amp; Cable Car
988026,80,Intro,Along with Barbary Apes the Alemada Botanical Gardens are synonymous with Gibraltar and you&#8217;ll enjoy a tour of the grounds today. The gardens were opened back in 1816 when the Lieutenant-Governor George Don decided a scenic walk was needed for locals and visitors. They&#8217;ve thrived ever since and today showcase plants from all over the world including far-away spots like Australia and South Africa. Don&#8217;t worry if you don&#8217;t recognise any &#8211; a guide will be on-hand to point out the names and give you a bit of info. The second half of your trip involves a cable car ride to the top of the Rock &#8211; Gibraltar&#8217;s number one attraction. From here you can view the city to the west the coast of Africa to the south and the Spanish mainland to the north. Look east meanwhile and the Mediterranean Sea stretches out for miles. After your cable car ride your mini bus wil be waiting to return you to the ship.
988026,100,Excursion duration,2hrs
988026,118,Maximum Participation,22
988026,200,Just so you know,There are about 15 steps at the cable car and 10 steps at the gardens. The gardens are also quite hilly.
988027,20,Unit Name,John Lennon Memorabilia
988027,80,Intro,Imagine all the people&#8230; who&#8217;ve walked through the Gustavo Bacarisas Gallaries to admire the White Feather Exhibition. It&#8217;s a personal tribute from Julian Lennon to his father and The Beatles and it&#8217;s the second venue this touring exhibit will have visited. It tells the emotional story of life at home with John Lennon&#8217;s first wife Cynthia and Julian. This trip gives you the chance to see it for yourself before either heading back to the ship or being dropped off to explore.
988027,100,Excursion duration,2hrs
988027,118,Maximum Participation,999
993414,20,Unit Name,The Rock Tour
993414,80,Intro,Discover the Rock which rises nearly 1400ft above sea level and is said to be one of the legendary pillars of Hercules. Gibraltar well known as the gateway to the Mediterranean is steeped in history. See Europa Point the southernmost point of Gibraltar and the only Trinity Lighthouse outside Britain. You&#8217;ll also pass over the only runway in Europe that has to stop vehicles for aircraft! At the famous Gothic-style St. Michael&#8217;s Cave marvel at the beautiful stalagtites and stalagmites sculpted through the centuries. Your leisurely tour ends with a trip to Gibraltar&#8217;s most respected residents the &#8216;Barbary Apes&#8217; a breed of tail-less and very naughty monkeys that roam free on rocky slopes. Be warned &#8211; they&#8217;ve got a penchant for cameras handbags hats and food!
993414,85,Intro - ticket booklets,Discover the Rock which rises nearly 1400 ft above sea level and is said to be one of the legendary pillars of Hercules. Gibraltar well known as the gateway to the Mediterranean is steeped in history. See Europa Point the southernmost point of Gibraltar and the only Trinity Lighthouse outside Britain. You&#8217;ll also pass over the only runway in Europe that has to stop vehicles for aircraft! At the famous Gothic-style St. Michael&#8217;s Cave marvel at the beautiful stalagtites and stalagmites sculpted through the centuries. Your leisurely tour ends with a trip to Gibraltar&#8217;s most respected residents the &#8216;Barbary Apes&#8217; a breed of tail-less and very naughty monkeys that roam free on rocky slopes. Be warned &#8211; they&#8217;ve got a penchant for cameras handbags hats and food!
993414,100,Excursion duration,2hrs
993414,118,Maximum Participation,55
993414,200,Just so you know,St Michaels Cave has 75 steps at the exit the less mobile can however leave via the entry point and avoid the steps. But if you have walking difficulties we recommend booking this tour once onboard after talking with the Destination Services / Shore Excursion team as there are restrictions with storing wheelchairs on this tour.
993869,20,Unit Name,Athens &amp; The Acropolis
993869,80,Intro,Leave the port of Piraeus behind and head for the captivating city of Athens. You&#8217;ll pass by the main sights like Constitution Square or &#8216;Syntagma Square&#8217; as it&#8217;s also known the Houses of Parliament the Neoclassical-style university buildings the Royal Palace and the Old Olympic Stadium of Athens. The stadium&#8217;s built entirely of marble and offers up a great view of the Acropolis in the distance. The real highlight of this tour comes next when you arrive at the foot of the magnificent Acropolis one of the most famous and photographed ancient monuments in the world. Set off on a walking tour split into several stages and let your guide explain its history to you. Once you get to the top you&#8217;ll get some free time to wander round admiring the ancient temples of Athena Nike and the towering Parthenon. Don&#8217;t forget your cameras for the breathtaking views of the city below.
993869,85,Intro - ticket booklets,Leave the port of Piraeus behind and head for the captivating city of Athens. You&#8217;ll pass by the main sights the Houses of Parliament the Neoclassical-style university buildings the Royal Palace and the Old Olympic Stadium of Athens. The real highlight of this tour comes next though when you arrive at the foot of the magnificent Acropolis - one of the most famous ancient monuments in the world. Set off on a walking tour and let your guide explain its history to you. Once you get to the top you&#8217;ll get some free time to wander round. Don&#8217;t forget your cameras for the breathtaking views of the city below.
993869,100,Excursion duration,4hrs
993869,118,Maximum Participation,999
993869,200,Just so you know,There are about 200 uneven steps to the Acropolis which is a popular tourist destination so it can get busy. Large bags arent allowed inside. The time spent at the Acropolis depends highly on traffic. It can get very hot at the Acropolis so dont forget a hat and take some water.
993870,20,Unit Name,Panoramic Athens &amp; Plaka
993870,80,Intro,Leave the port of Piraeus behind and head for the captivating city of Athens. You&#8217;ll pass by the main sights like Constitution Square or &#8216;Syntagma Square&#8217; as it&#8217;s also known the Houses of Parliament the Neoclassical-style university buildings the Presidential Palace and the Old Olympic Stadium of Athens. The stadium&#8217;s built entirely of marble and offers up a great view of the Acropolis in the distance. Afterwards carry on to the traditional part of the city at the foot of the Acropolis known as Plaka where you&#8217;ll get some free time to explore. Soak up the atmosphere as you wander through the tangled maze of streets or pull up a chair in one of the pretty open-air cafes. It&#8217;s a great place to pick up some souvenirs as the shops in Plaka stay open all day.
993870,85,Intro - ticket booklets,On this trip you&#8217;ll explore Athens and check all the must-see sights off your list. You&#8217;ll pass by the Houses of Parliament the Neoclassical-style university buildings the Royal Palace and the Old Olympic Stadium of Athens. The stadium&#8217;s built entirely of marble and offers up a great view of the Acropolis in the distance. Afterwards carry on to the Medieval part of the city at the foot of the Acropolis known as Plaka where you&#8217;ll get some free time to explore. Soak up the atmosphere as you wander through the streets or stop in a pretty open-air caf&#233; &#8211; Plaka is a great place to pick up some souvenirs too.
993870,100,Excursion duration,4hrs
993870,118,Maximum Participation,999
993870,200,Just so you know,The time spent in Athens and the sights seen from the coach are dependant on the traffic. This tour does not visit the Acropolis.
993871,20,Unit Name,The Corinth Canal
993871,80,Intro,Get ready to be impressed. The Corinth Canal marries up the Gulf of Corinth in the northwest with the Saronic Gulf in the southeast. It&#8217;s 3.9 miles long and its width varies from 69 feet at the bottom to 82 feet at the waters surface. Before it was built ships sailing between the Aegean and the Adriatic Sea had to circumnavigate the Peloponnese adding another 185 miles to their journey. On this fascinating tour you&#8217;ll drive to Isthmia around 1 hrs drive where a boat will be waiting to whisk you off. Sit back relax and enjoy the views as you sail through this famous canal. Along the way your guide will tell you interesting facts about the way it was built. Afterwards you&#8217;ll take the bus to the bridge of the canal for a photo-stop before heading back to your ship.
993871,85,Intro - ticket booklets,Get ready to be impressed. The Corinth Canal marries up the Gulf of Corinth in the northwest with the Saronic Gulf in the southeast. It&#8217;s 3.9 miles long and its width varies from 69 feet at the bottom to 82 feet at the waters surface. On this fascinating tour you&#8217;ll drive to Isthmia where a boat will be waiting to whisk you off. Sit back and enjoy the views as you sail through this famous canal. Along the way your guide will give you a potted history. And afterwards you&#8217;ll take the bus to the bridge of the canal for a photo-stop.
993871,100,Excursion duration,5hrs
993871,118,Maximum Participation,75
993871,200,Just so you know,The duration of the tour depends on traffic at the canal.
994453,20,Unit Name,Yabanaki Beach Park
994453,80,Intro,Pack whatever bits and bobs you need for a day at the beach and relax. That&#8217;s all that&#8217;s required on this trip. We&#8217;ll pick you up at the port and drop you off at the shore a few miles away. And the same in reverse a few hours later. There are plenty of watersports and refreshments available at the beach so don&#8217;t forget to bring some money.
994453,85,Intro - ticket booklets,This half-day tour is all about the beach. We&#8217;ll head off to an exclusive spot on the south coast of Athens where you&#8217;ve got the whole morning to yourself. Swim out into the clear waters or just laze on the sand and work on your tan. The beach itself belongs to the bar it&#8217;s joined to and you can grab a free soft drink while you&#8217;re here. Plus there&#8217;s a place to change out of your swimmers so you can dry off before we make our way back to the ship.
994453,100,Excursion duration,5hrs
994453,118,Maximum Participation,75
994454,20,Unit Name,Allou Fun Club
994454,80,Intro,Athens isn&#8217;t all about ancient ruins - it&#8217;s got an adrenalin-pumping side too. And you&#8217;ll find it at the Allou Fun Park the city&#8217;s largest amusement park. Full to the brim with rides and attractions it&#8217;s got something to suit all ages. We&#8217;re talking scream-inducing roller coasters a splash-filled log flume and plenty of multi-coloured bumper cars. Don&#8217;t miss the Shock Tower which features a 40ft vertical drop. And when you&#8217;re in need of a break tuck into a snack at one of the restaurants or hop on Panorama the largest ferris wheel in Greece. As its name suggests it serves up fabulous views of the surrounding area.
994454,85,Intro - ticket booklets,Athens isn&#8217;t all about ancient ruins - it&#8217;s got an adrenalin-pumping side too. And you&#8217;ll find it at the Allou Fun Park the city&#8217;s largest amusement park. Full to the brim with rides and attractions it&#8217;s got something to suit all ages. We&#8217;re talking scream-inducing roller coasters a splash-filled log flume and plenty of multi-coloured bumper cars. Don&#8217;t miss the Shock Tower which features a 40ft vertical drop. And when you&#8217;re in need of a break tuck into a snack at one of the restaurants or hop on Panorama the largest ferris wheel in Greece. As its name suggests it serves up fabulous views of the surrounding area.
994454,100,Excursion duration,4hrs
994454,118,Maximum Participation,75
995380,20,Unit Name,Athens On Your Own
995380,80,Intro,Been to Athens and know your way around? Good with a map? Then take advantage of this coach transfer into the centre of Athens and explore the city at your own pace. A local escort will accompany you into Athens to a central drop-off point. They&#8217;ll also tell you the meeting point and time for your return journey. With around three hours free time it&#8217;s ideal for anyone who wants to explore independently.
995380,85,Intro - ticket booklets,Been to Athens and know your way around? Good with a map? Then take advantage of this coach transfer into the centre of Athens and explore the city at your own pace. A local escort will accompany you into Athens to a central drop-off point. They&#8217;ll also tell you the meeting point and time for your return journey. With around three hours free time it&#8217;s ideal for anyone who wants to explore independently.
995380,100,Excursion duration,5hrs
995380,118,Maximum Participation,100
995784,20,Unit Name,Acropolis Museum &amp; Plaka
995784,80,Intro,Democracy. Olympic games. Toga parties. The Ancient Greeks provided the foundations for a lot of our modern day traditions. But they&#8217;re probably best-known for a very different kind of building work &#8211; the monuments statues and artifacts they left behind. Chief among these are the Acropolis and Parthenon. And if you can&#8217;t get to them under your own steam this tour is the perfect way to see Athens&#8217; prized possessions without putting in the leg work. You&#8217;ll be whisked by coach from the port to the Greek capital where you&#8217;ll begin a tour of the new Acropolis Museum. Your knowledgeable guide will bring the ancient artifacts to life with stories and historical facts as you explore all three marble floors. You can see the acropolis from here so there&#8217;ll be plenty of time to take photographs. Want to explore? Plaka the traditional part of town is right on the doorstep. And if you&#8217;re looking for souvenirs to take home Plaka is the ideal place to stock up.
995784,85,Intro - ticket booklets,You&#8217;ll be whisked by coach from the port to the Greek capital where you&#8217;ll begin a tour of the new Acropolis Museum. Your knowledgeable guide will bring the ancient memorabilia to life with stories and historical facts as you explore all three marble floors. You can see the acropolis from here so there&#8217;ll be plenty of time to take photographs. Want to explore? Plaka the Medieval part of town is right on the doorstep. And if you&#8217;re looking for souvenirs to take home Plaka is the ideal place to stock up.
995784,100,Excursion duration,4hrs
995784,118,Maximum Participation,75
995784,200,Just so you know,The museum has a lift caf&#233; and toilets on site.
996129,20,Unit Name,Athens Bike Tour
996129,80,Intro,You&#8217;ll see the highlights of Athens close-up and get a fantastic feel for this iconic city on this bicycle tour. First you&#8217;ll hop on your bike at Piraeus harbour before winding along quiet minor roads to the city centre. Once you&#8217;re here you&#8217;ll ride around the greatest sights including Hadrian&#8217;s Arch the Parliament the tree-lined Constitution or &#8216;Syntagma&#8217; Square and the marble Panathinaiko Stadium where the first modern Olympics were held in 1896. Next comes a short climb up Filopappos Hill known in ancient times as the &#8216;hill of muses&#8217;. At the top of its pine-covered slopes you can pause for a moment to appreciate the grandstand views over the Acropolis and whole of southern Athens. Your next stop is Plaka the centre of the old city which is spread directly beneath the Acropolis. Take time here to absorb the atmosphere of the lively markets and view the incredible Temple of Zeus completed back in AD 131. Afterward you&#8217;ll stop for drinks at one of the Plaka&#8217;s attractive caf&#233;s before getting back on your bike and heading to Piraeus.
996129,100,Excursion duration,5-6hrs
996129,118,Maximum Participation,6
996129,200,Just so you know,The cycling tour is about 20 miles long. You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. The minimum age for this bike tour is 10 years old.
986351,20,Unit Name,Every Day Life in Athens
986351,80,Intro,If you&#8217;ve already ticked off the capital&#8217;s historical highlights this tour introduces you to the ins and outs of local life. You&#8217;ll travel by luxury minibus to Syntagma Square in the heart of Athens where the locals stop off to shop the rows of upmarket boutiques. From here your guide will take you underground to explore the metro stations of Syntagma and Monastiraki. These beautiful marble-floored stations aren&#8217;t just a place to catch the train. When the rail system was built millennia-old artifacts were discovered many of which have been encased in glass. The result is a high-tech hub that doubles as a fascinating museum. Your tour continues above ground level with a wander around a traditional market. You&#8217;ll get to see everyday Athenian life up close and taste-test local delicacies like olives and cheese. You&#8217;ll then head to an area off the usual tourist trail for Greek coffee or a refreshing caf&#233; frappe.
986351,100,Excursion duration,3.5hrs
986351,118,Maximum Participation,16
986352,20,Unit Name,Athens by Segway
986352,80,Intro,Explore ancient Athens on two wheels instead of two legs on this exciting city tour. It starts at the Athens Segway station where you&#8217;ll have a quick training session and safety briefing before you zoom off around the capital on a Segway. In case you&#8217;re wondering a Segway is a two-wheeled self-balancing upright electric scooter and it&#8217;s a really fun way to get around. You&#8217;ll be whizzing along at speeds of around 10 miles an hour so your guide can steer you to double the sights you&#8217;d see on foot. All the greats are on the agenda including the Acropolis of Athens and its Parthenon the Agora the temple of Thisseion and the new Acropolis Museum. You&#8217;ll also weave your way through the historical streets of Plaka and Monastiraki. And at the end of the tour you&#8217;ll have free time to navigate your way around Plaka&#8217;s labyrinth-like streets on foot.
986352,100,Excursion duration,4.5hrs
986352,118,Maximum Participation,5
986352,200,Just so you know,The minimum age for this tour is 12 years. The minimum height is 140cm. You must weigh between 46kg and 113kg. The segway part of the tour lasts about 1.5 hours.
986353,20,Unit Name,Athens Taxi Transfer - 4 hours
986353,80,Intro,Fancy doing your own thing? And visit the sites you want to see. We can sort out a private 4-seater taxi for you. It&#8217;s perfect for families or small groups who want a little bit more privacy and as we book it well in advance it&#8217;ll be ready and waiting for you outside the ship at a time you choose. Even better our taxi transfers carry the same promise as our tour coaches &#8211; they&#8217;ll always get you back before the ship sets sail.
986353,100,Excursion duration,4hrs
986353,118,Maximum Participation,2
986353,200,Just so you know,To book one taxi only request one adult ticket with the party&#8217;s lead name. The taxi will be charged as a total amount to this one person. The taxi has four seats total and will be at the disposal of the adult who booked it. Just remember lunch and any entrance tickets are not included in the tour price.
986354,20,Unit Name,Athens Taxi Transfer - 8 hours
986354,80,Intro,Fancy doing your own thing? But don&#8217;t fancy joining a coach load of passengers? We can sort out a private taxi transfer for you. It&#8217;s perfect for families or small groups who want a little bit more privacy and as we book it well in advance it&#8217;ll be ready and waiting for you outside the ship at a time you choose. Even better our taxi transfers carry the same promise as our tour coaches &#8211; they&#8217;ll always get you back before the ship sets sail.
986354,100,Excursion duration,8hrs
986354,118,Maximum Participation,2
986354,200,Just so you know,To book one taxi only request one adult ticket with the party&#8217;s lead name. The taxi will be charged as a total amount to this one person. The taxi has 4 seats total and will be at the disposal of the adult who booked it. Just remember lunch and any entrance tickets are not included in the tour price.
973504,20,Unit Name,The Acropolis in 3D - Augmented Reality
973504,80,Intro,Don&#8217;t just imagine Ancient Greece live it. Our day will start with a panoramic tour of Piraeus first passing the Temple of Zeus and Hadrian&#8217;s arch which originally divided the Greek city from Hadrian&#8217;s new Roman one. We&#8217;ll also see the Monument of the Unknown Soldier and catch a glimpse of the Evzoni Guards who protect it in their iconic uniforms. Our guide will also point out the impressive buildings constructed during the Neoclassical period as well as the Panathenaic Stadium built in 1896 for the first modern Olympic Games. Traffic permitting we&#8217;ll pause here for a photo stop. We&#8217;ll then move on to the Acropolis the ancient temple with traces of buildings dating back to the Mycenean era of the second millennium BC. Here you can view the ruins as they once were including the famous Parthenon and Temple of Athena Nike through an augmented-reality tablet. By combining the real-time camera&#8217;s video and different virtual elements you can point the camera at various locations of the site and see them as they stood thousands of years ago. Afterwards you&#8217;ll have some free time to explore the ruins under your own steam.
973504,100,Excursion duration,4hrs
973504,118,Maximum Participation,50
981881,20,Unit Name,Discovery Walks - Athens
981881,80,Intro,The best way of getting to grips with a city is on foot especially when you&#8217;ve got a clued-up tour guide to give you the inside scoop on all the top attractions. That said it can be a bit frustrating having to stick to someone else&#8217;s schedule. The solution? Discovery Walks. On these tours you&#8217;ll be kitted out with your very own audio device like an iPod and a special customised map. Then all you have to do is press play and set off at your own pace &#8211; follow the suggested route or come up with your own. As you walk around the city the audio guide will tell you a bit about the sights you pass. The best bit is you can pause at any time and skip the bits you don&#8217;t want to see. It means you&#8217;ve got complete flexibility to do things the way that best suits you.
981881,100,Excursion duration,2-6hrs
981881,118,Maximum Participation,5
970148,20,Unit Name,The Best of Athens
970148,80,Intro,Leave the port of Piraeus behind and head for the historical city of Athens. You&#8217;ll pass by the city&#8217;s main sights like the parliament building and the Neoclassical-style university buildings around Constitution Square. You&#8217;ll spot the beautiful old Olympic stadium too. Built to stage the very first modern Olympic Games in 1896 it&#8217;s the world&#8217;s only major arena built entirely from marble. The highlight of the day is the magnificent Acropolis &#8211; an ancient fortress that&#8217;s one of the most famous and photographed monuments in the world. From here you&#8217;ll set off on a walking tour around the UNESCO-rated landmark. Once you reach the top you&#8217;ll have some free time to wander round admiring the temples of Athena Nike and the towering Parthenon. The site looks out over Athens so this is a great opportunity to set your camera to panorama mode. Next we&#8217;ll walk across to the new Acropolis Museum. Your knowledgeable guide will bring the ancient artifacts to life with stories and historical facts as you explore all three marble floors. Later the tour moves on to the village-like neighbourhood of Plaka. You&#8217;ll have time to explore the area at your own pace. Shop for souvenirs or grab some lunch in one of the dinky tavernas.
970148,100,Excursion duration,7hrs
970148,118,Maximum Participation,75
970148,200,Just so you know,There are around 130 uneven steps up to the Acropolis. It&#8217;s a popular tourist attraction so it can get busy and large bags aren&#8217;t allowed inside. Because of its raised position it can get very hot at the Acropolis so we recommend you bring a hat suncream and water.
973931,20,Unit Name,Piraeus Hop-On Hop-Off
973931,80,Intro,You&#8217;ve got access to the big-hitter sights of Piraeus and Athens on this tour. With a total of 27 audio guide-accompanied stops running over three connected lines you&#8217;ve got the freedom to make your own itinerary. You&#8217;ll start off on the Piraeus line where you can see the white-marble Piraeus lion &#8211; originally carved in 360 BC. The Archeological Museum is another one of your stops as well as the pebbled Votsalakia beach. At the Acropolis stop you can join in with a twice-daily walking tour. And the Athens line links in here with stops including the 4th-century Panathenaic Stadium and the ancient Temple of Zeus. You can switch over to the beach line from the Plaka neighbourhood stop. This bus calls at a selection of sandy beaches finishing up at the Vouliagmeni Spa Lake where you can have a dip in thermal spring-fed waters
973931,100,Excursion duration,Full Day
973931,118,Maximum Participation,100
974491,20,Unit Name,The Acropolis through the ages
974491,80,Intro,Get a glimpse of Greece as it was thousands of years ago on this tour. You&#8217;ll start things off with a coach journey which takes you right past Athens&#8217; most famous sights. See the Temple of Olympian Zeus Hadrian&#8217;s Arch and the National Academy. The Panathenaic Stadium&#8217;s on the line-up too. This place was built in 1896 for the first ever modern Olympic Games and it&#8217;s the only stadium in the world that&#8217;s built entirely out of marble. Finish your drive at the ancient Acropolis &#8211; this is where things get technical. You&#8217;ll be given a tablet which will show you what each of the centuries-old monuments looked like in their heyday. Just hold the tablet&#8217;s camera up to each building and let the image on the screen take you back through the ages. You&#8217;ll have plenty of time to take in the sights with the help of your tablet before you hop on the coach back to port.
974491,100,Excursion duration,4hrs
974491,118,Maximum Participation,50
993751,20,Unit Name,Lisbon Highlights
993751,80,Intro,Lisbon isn&#8217;t short of famous landmarks and this tour showcases the best of them. Everything starts at the Belem Tower which stands on the site of the old harbour. This elaborate Manueline-style edifice overlooks the Tagus River where the caravels of the great 16th-century explorers first set sail. Next up you&#8217;ll tick off the Discoveries Monument. Carved from limestone this imposing sculpture depicts a three-sailed ship on a beautiful mosaic-patterned pavement. Your tour continues to the Jeronimos Monastery which is often regarded as the city&#8217;s showstopper. Protected by UNESCO this Gothic masterpiece was built by King Manuel I back in the 16th century. Your guide will show you around the high-vaulted church giving you the lowdown on the tomb of Gama which calls the place home. Afterwards you can look forward to a scenic drive around downtown Lisbon. You&#8217;ll pass leafy squares tree-lined avenues and bustling Rossio Square which is the hub of the city. Your tour ends with a guided walk around the pedestrianised shopping street of Rua Augusta and the vast Comercio Square.
993751,85,Intro - ticket booklets,You&#8217;ll definitely want to pack your camera for this trip to Lisbon&#8217;s most sought after sights. You&#8217;ll take a look at the memorial to Prince Henry the navigator. Built in 1960 it marks the 500th anniversary of Prince Henry founder of the very first school of navigation. Then you&#8217;ll carry on to Belem tower where the Venetian balconies and turreted towers are mirrored in the waters of the Tagus. Next up come the views. Enjoy the landscape of the Park of the Nation before crossing Monsanto Park into the city centre to stop at Alto do Parque with its fantastic view of the city. Gorgeous.
993751,100,Excursion duration,4hrs
993751,118,Maximum Participation,250
993752,20,Unit Name,Sintra &amp; Cascais
993752,80,Intro,If you make only one trip from Lisbon Sintra should be top of your list. Portuguese royalty and English nobility have long had a love affair with the place and the thick forests and surrealist architecture are a real contrast from urban Lisbon. Your first stop is Cascais a traditional fishing port and a bustling holiday resort. You&#8217;ll stop briefly to take some photos before carrying on to Sintra. Take a look at the Sintra National Palace the summer home of the Kings of Portugal for six centuries. Then wander round the ceramic and embroidery shops that you&#8217;ll find dotted here and there. Or just pick a pretty pavement caf&#233; and enjoy a cool drink in the hot sun.
993752,85,Intro - ticket booklets,If you make only one trip from Lisbon Sintra should be top of your list. The thick forests and surrealist architecture are a real contrast from urban Lisbon. Your first stop is Cascais a traditional fishing port and a bustling holiday resort. You&#8217;ll stop briefly to take some photos before carrying on to Sintra. Take a look at the Sintra National Palace the summer home of the Kings of Portugal for six centuries. Then wander round the ceramic shops that you&#8217;ll find dotted here and there. Or just pick a pretty pavement caf&#233; and enjoy a cool drink in the hot sun.
993752,100,Excursion duration,4.5hrs
993752,118,Maximum Participation,250
993752,200,Just so you know,On Wednesdays and national holidays the National Palace in Sintra is closed and instead youll visit the National Palace of Queluz.
993753,20,Unit Name,Lisbon City Charms
993753,80,Intro,Tick off Lisbon&#8217;s finest sights on this exciting tour. Your first stop is the Discoveries Monument. Built on the bank of the river Tagus it commemorates the 500th anniversary of the death of Prince Henry the Navigator. It represents the prow of a ship with the prince pointing the way to a crowd of his subjects. From here you&#8217;ll carry on to the symbol of Lisbon - the Belem Tower an ancient castle protecting the harbour entrance. Next see the Park of the Nation before a photo opportunity at Rossio Square the now famous square where football fans gathered to celebrate the 2004 Euro Cup.
993753,85,Intro - ticket booklets,Tick off Lisbon&#8217;s finest sights on this exciting tour. Your first stop is the Discoveries Monument. Built on the bank of the river Tagus it commemorates the 500th anniversary of the death of Prince Henry the Navigator. It represents the prow of a ship with the prince pointing the way to a crowd of his subjects. From here you&#8217;ll carry on to the symbol of Lisbon - the Belem Tower an ancient castle protecting the harbour entrance. Next see the Park of the Nation before a photo opportunity at Rossio Square. Dating back to the Middle Ages its piece de resistance is a huge fountain.
993753,100,Excursion duration,3.5hrs
996236,20,Unit Name,Lisbon Panoramic
996236,80,Intro,If you want to enjoy Lisbon&#8217;s sights from the comfort of a coach this is the trip for you. It&#8217;s a full sightseeing tour that doesn&#8217;t involve any legwork. First up is the Belem Tower a Medieval turret that&#8217;s become a symbol of Portugal. Perched on the banks of the Tagus River its fairytale looks disguise its original role as a fort. Moving on you&#8217;ll stop for photos at the Discoveries Monument created in 1960 to mark the 500th anniversary of the death of Prince Henry the Navigator. Next you&#8217;ll head for the spectacular Jeronimos Monastery next where you can capture its beautiful exteriors on camera. From here your journey will take you past the manicured Edward VII Park and the tree-shaded Avenida da Liberdade before you stop for a breather at the fountain-speckled Rossio Square. The final stop of the day is the enormous riverside plaza Comercio Square. Check out its beautiful arcades triumphal arch and statue of King Jose I before you head back to ship.
996236,100,Excursion duration,3hrs
996236,118,Maximum Participation,250
996269,20,Unit Name,Lisbon Bike Tour
996269,80,Intro,Lisbon is a city of cobbled streets Gothic churches and medieval towers &#8211; and this trip gives you a close-up look at it all. After leaving the port behind you&#8217;ll ride along the Tagus River to see the Discoveries Monument. Built in 1960 this bow-shaped limestone sculpture celebrates the great explorer Prince Henry the Navigator who it depicts pointing out to sea with other famous seafarers. You can take some photos here before continuing to the Belem Tower which once guarded the harbour entrance. Next it&#8217;s on to the architectural marvel that is the Jeronimos Monastery whose ornately-carved fa&#231;ade has earned it UNESCO World Heritage status. You&#8217;ll then pedal back to explore the city centre. Passing the beautiful riverside square of Parca do Comercio you&#8217;ll make your way through the charming streets of the old town to Rossio Square the hub of the city. In the very heart of the old town park your bikes and have some free time. Meander around the cobbled lanes shop for souvenirs or relax over a drink before cycling back to the port along the riverside.
996269,100,Excursion duration,4-5hrs
996269,118,Maximum Participation,6
996269,200,Just so you know,This bike tour is about 13 miles long. You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. The minimum age for this tour is 10 years old.
991965,20,Unit Name,Obidos - Land of Portuguese Queens
991965,80,Intro,This one will appeal to the romantic in you. Known as the wedding city Obidos has got a heart-warming past. It was freed from Moorish domination back in 1148 after which the first king of Portugal embarked on a mammoth restoration project. Towers were rebuilt the little white houses were refurbished and soon the whole place was transformed. It certainly impressed King Dinis when he visited in 1282. He presented it to his new wife Queen Isabel as a wedding gift. And in the centuries that followed countless other monarchs did the same. Today it&#8217;s one of the prettiest towns in Portugal. Its chunky Medieval walls are topped off with towers and when you step inside you feel as if time stopped ticking centuries ago. Ancient narrow streets are lined with white-washed houses. Bougainvillea and honeysuckle drench the place in colour and scent. And tiny little shops sell all sorts of traditional crafts. Some lovely churches and chapels line your path but the real must-see is the castle. From the top the view is phenomenal. Think proud hills and sweeping valleys freckled with the occasional windmill. We&#8217;ll take you on a guided walking tour of this romantic city then you&#8217;ll get some free time to explore for yourself. You&#8217;ll soon see that as wedding gifts go Obidos takes some beating.
991965,100,Excursion duration,5hrs
991965,118,Maximum Participation,250
